benchmark_id,case_id,surface,adsorbate,adsmind_1shot_energy,adsmind_1shot_energy_best4,adsmind_1shot_energy_mean4,adsmind_1shot_best4,adsmind_1shot_mean4,adsmind_1shot_relax,adsmind_1shot_success,adsmind_full_energy,adsmind_full_energy_best4,adsmind_full_energy_mean4,adsmind_full_best4,adsmind_full_mean4,adsmind_full_relax,adsmind_full_success,random_n20_energy,random_n20_relax,random_n20_success,heuristic_energy,heuristic_relax,heuristic_success,adsorbagent_energy,adsorbagent_relax,adsorbagent_success,adsmind_1shot_gpt54_mace_mp0_small_energy,adsmind_1shot_gpt54_mace_mp0_small_relax,adsmind_1shot_gpt54_mace_mp0_small_success,adsmind_1shot_claude_sonnet46_mace_mp0_small_energy,adsmind_1shot_claude_sonnet46_mace_mp0_small_relax,adsmind_1shot_claude_sonnet46_mace_mp0_small_success,adsmind_1shot_gemini25pro_mace_mp0_small_energy,adsmind_1shot_gemini25pro_mace_mp0_small_relax,adsmind_1shot_gemini25pro_mace_mp0_small_success,adsmind_1shot_grok4_mace_mp0_small_energy,adsmind_1shot_grok4_mace_mp0_small_relax,adsmind_1shot_grok4_mace_mp0_small_success,adsmind_1shot_success_any4,adsmind_1shot_success_all4,adsmind_full_gpt54_mace_mp0_small_energy,adsmind_full_gpt54_mace_mp0_small_relax,adsmind_full_gpt54_mace_mp0_small_success,adsmind_full_claude_sonnet46_mace_mp0_small_energy,adsmind_full_claude_sonnet46_mace_mp0_small_relax,adsmind_full_claude_sonnet46_mace_mp0_small_success,adsmind_full_gemini25pro_mace_mp0_small_energy,adsmind_full_gemini25pro_mace_mp0_small_relax,adsmind_full_gemini25pro_mace_mp0_small_success,adsmind_full_grok4_mace_mp0_small_energy,adsmind_full_grok4_mace_mp0_small_relax,adsmind_full_grok4_mace_mp0_small_success,adsmind_full_success_any4,adsmind_full_success_all4
665,045,Ga16Mn32V16,[CH2][O],-1.4062085151672363,-1.5704212188720703,-1.4062085151672363,-1.5704212188720703,-1.4062085151672363,1.0,1.0,-1.4171438217163086,-1.5510482788085938,-1.4171438217163086,-1.5510482788085938,-1.4171438217163086,4.75,1.0,-1.758382797241211,20.0,1.0,-1.804067611694336,42,1.0,,,,-1.5704212188720703,1,True,-1.351470947265625,1,True,-1.351470947265625,1,True,-1.351470947265625,1,True,True,True,-1.5510482788085938,4,True,-1.351470947265625,5,True,-1.4145851135253906,5,True,-1.351470947265625,5,True,True,True
677,046,Au36Ga36,[N]=O,-4.050052642822266,-4.241508483886719,-4.050052642822266,-4.241508483886719,-4.050052642822266,1.0,1.0,-4.287239074707031,-4.417228698730469,-4.287239074707031,-4.417228698730469,-4.287239074707031,4.75,1.0,-5.221688270568848,20.0,1.0,-5.232399940490723,62,1.0,,,,-4.241462707519531,1,True,-4.241508483886719,1,True,-3.859092712402344,1,True,-3.8581466674804688,1,True,True,True,-4.417228698730469,5,True,-4.241325378417969,4,True,-4.241493225097656,5,True,-4.248908996582031,5,True,True,True
716,047,Au24Si24Sr12,N,-2.0747742652893066,-2.125509262084961,-2.0747742652893066,-2.125509262084961,-2.0747742652893066,1.0,1.0,-2.116255283355713,-2.125509262084961,-2.116255283355713,-2.125509262084961,-2.116255283355713,5.0,1.0,-2.1954421997070312,20.0,1.0,-2.202308654785156,57,1.0,,,,-2.113170623779297,1,True,-2.030193328857422,1,True,-2.125509262084961,1,True,-2.030223846435547,1,True,True,True,-2.113170623779297,5,True,-2.113170623779297,5,True,-2.113170623779297,5,True,-2.125509262084961,5,True,True,True
735,048,Re27Ti27,[NH2],-9.064683437347412,-11.659784317016602,-9.064683437347412,-11.659784317016602,-9.064683437347412,1.0,1.0,-11.656244277954102,-11.658075332641602,-11.656244277954102,-11.658075332641602,-11.656244277954102,4.0,1.0,-12.453994750976562,20.0,1.0,-13.950271606445312,31,1.0,,,,-11.659784317016602,1,True,-6.983524322509766,1,True,-6.983524322509766,1,True,-10.631900787353516,1,True,True,True,-11.658075332641602,4,True,-11.654596328735352,4,True,-11.654657363891602,4,True,-11.657648086547852,4,True,True,True
747,049,As24V36,[CH2]C,-7.621452331542969,-7.621452331542969,-7.621452331542969,-7.621452331542969,-7.621452331542969,1.0,1.0,-8.533317565917969,-8.628105163574219,-8.533317565917969,-8.628105163574219,-8.533317565917969,5.0,1.0,-8.999958038330078,20.0,1.0,-9.972492218017578,55,1.0,,,,-7.621452331542969,1,True,-7.621452331542969,1,True,-7.621452331542969,1,True,-7.621452331542969,1,True,True,True,-8.249351501464844,5,True,-8.627952575683594,5,True,-8.628105163574219,5,True,-8.627861022949219,5,True,True,True
768,050,Ga24Y24,H,-3.4591338634490967,-3.5041396617889404,-3.4591338634490967,-3.5041396617889404,-3.4591338634490967,1.0,1.0,-3.462620496749878,-3.5041396617889404,-3.462620496749878,-3.5041396617889404,-3.462620496749878,4.5,1.0,-3.560917615890503,20.0,1.0,-3.5372207164764404,43,1.0,,,,-3.5041396617889404,1,True,-3.5041396617889404,1,True,-3.5041396617889404,1,True,-3.3241164684295654,1,True,True,True,-3.5041396617889404,5,True,-3.5041396617889404,5,True,-3.3380630016326904,3,True,-3.5041396617889404,5,True,True,True
775,051,Na12Pb36,H,-3.122479200363159,-3.134526014328003,-3.122479200363159,-3.134526014328003,-3.122479200363159,1.0,1.0,-3.13447642326355,-3.134526014328003,-3.13447642326355,-3.134526014328003,-3.13447642326355,4.75,1.0,-3.147282361984253,20.0,1.0,-3.149845838546753,107,1.0,,,,-3.134526014328003,1,True,-3.134342908859253,1,True,-3.134526014328003,1,True,-3.086521863937378,1,True,True,True,-3.134526014328003,4,True,-3.1345107555389404,5,True,-3.134342908859253,5,True,-3.134526014328003,5,True,True,True
778,052,Co12Sb12Ti12,CO,-0.1671810150146484,-0.1671810150146484,-0.1671810150146484,-0.1671810150146484,-0.1671810150146484,1.0,0.75,-0.1671805381774902,-0.1671810150146484,-0.1671805381774902,-0.1671810150146484,-0.1671805381774902,5.0,1.0,-0.1713333129882812,20.0,1.0,-0.1621475219726562,45,1.0,,,,-0.1671810150146484,1,True,-0.1671810150146484,1,True,,1,False,-0.1671810150146484,1,True,True,False,-0.1671810150146484,5,True,-0.1671810150146484,5,True,-0.1671810150146484,5,True,-0.1671791076660156,5,True,True,True
780,053,K20,C([CH2])O,,,,,,1.0,0.0,-3.145526885986328,-3.145526885986328,-3.145526885986328,-3.145526885986328,-3.145526885986328,1.75,0.25,-4.246471405029297,20.0,1.0,-4.715770721435547,19,1.0,,,,,1,False,,1,False,,1,False,,1,False,False,False,,1,False,-3.145526885986328,4,True,,1,False,,1,False,True,False
794,054,Ni38Se40,[CH2]C,-11.5782470703125,-11.695274353027344,-11.5782470703125,-11.695274353027344,-11.5782470703125,1.0,1.0,-11.695289611816406,-11.695304870605469,-11.695289611816406,-11.695304870605469,-11.695289611816406,5.0,1.0,-11.935504913330078,20.0,1.0,-12.185504913330078,83,1.0,,,,-11.695274353027344,1,True,-11.695274353027344,1,True,-11.58232879638672,1,True,-11.340110778808594,1,True,True,True,-11.695274353027344,5,True,-11.695304870605469,5,True,-11.695304870605469,5,True,-11.695274353027344,5,True,True,True
800,055,Co48Hf16,[CH]=O,-2.7240214347839355,-2.729511260986328,-2.7240214347839355,-2.729511260986328,-2.7240214347839355,1.0,1.0,-2.7306132316589355,-2.739093780517578,-2.7306132316589355,-2.739093780517578,-2.7306132316589355,4.5,1.0,-2.739465713500977,20.0,1.0,-2.739343643188477,36,1.0,,,,-2.719514846801758,1,True,-2.729450225830078,1,True,-2.717609405517578,1,True,-2.729511260986328,1,True,True,True,-2.721467971801758,3,True,-2.739093780517578,5,True,-2.722797393798828,5,True,-2.739093780517578,5,True,True,True
810,056,Pd32Sb64,C([CH2])O,-12.938583374023438,-12.998695373535156,-12.938583374023438,-12.998695373535156,-12.938583374023438,1.0,1.0,-12.998703002929688,-12.99872589111328,-12.998703002929688,-12.99872589111328,-12.998703002929688,5.0,1.0,-13.869918823242188,20.0,1.0,-13.335037231445312,63,1.0,,,,-12.920936584472656,1,True,-12.91376495361328,1,True,-12.920936584472656,1,True,-12.998695373535156,1,True,True,True,-12.99872589111328,5,True,-12.998695373535156,5,True,-12.998695373535156,5,True,-12.998695373535156,5,True,True,True
834,057,Os32S64,[CH3],-10.415063858032228,-10.415063858032228,-10.415063858032228,-10.415063858032228,-10.415063858032228,1.0,1.0,-10.486995697021484,-10.486995697021484,-10.486995697021484,-10.486995697021484,-10.486995697021484,4.75,1.0,-11.25644302368164,20.0,1.0,-11.71170425415039,56,1.0,,,,-10.415063858032228,1,True,-10.415063858032228,1,True,-10.415063858032228,1,True,-10.415063858032228,1,True,True,True,-10.486995697021484,4,True,-10.486995697021484,5,True,-10.486995697021484,5,True,-10.486995697021484,5,True,True,True
857,058,Tl24Y8,[CH3],-2.8948822021484375,-2.9037342071533203,-2.8948822021484375,-2.9037342071533203,-2.8948822021484375,1.0,1.0,-2.9037303924560547,-2.9037342071533203,-2.9037303924560547,-2.9037342071533203,-2.9037303924560547,4.0,1.0,-2.885540008544922,20.0,1.0,-2.89334487915039,42,1.0,,,,-2.903726577758789,1,True,-2.8683414459228516,1,True,-2.9037342071533203,1,True,-2.903726577758789,1,True,True,True,-2.903726577758789,4,True,-2.9037342071533203,5,True,-2.903726577758789,2,True,-2.9037342071533203,5,True,True,True
869,059,Cu48Ga16,C([CH2])O,-2.848228454589844,-2.848228454589844,-2.848228454589844,-2.848228454589844,-2.848228454589844,1.0,1.0,-2.8486938476562504,-2.8500900268554688,-2.8486938476562504,-2.8500900268554688,-2.8486938476562504,5.0,1.0,-3.7960205078125,20.0,1.0,-2.696807861328125,36,1.0,,,,-2.848228454589844,1,True,-2.848228454589844,1,True,-2.848228454589844,1,True,-2.848228454589844,1,True,True,True,-2.848228454589844,5,True,-2.848228454589844,5,True,-2.848228454589844,5,True,-2.8500900268554688,5,True,True,True
876,060,S36Sn24,[CH3],-7.671304702758789,-7.671304702758789,-7.671304702758789,-7.671304702758789,-7.671304702758789,1.0,1.0,-8.325992584228516,-8.329967498779297,-8.325992584228516,-8.329967498779297,-8.325992584228516,5.0,1.0,-7.884449005126953,20.0,1.0,-8.381061553955078,59,1.0,,,,-7.671304702758789,1,True,-7.671304702758789,1,True,-7.671304702758789,1,True,-7.671304702758789,1,True,True,True,-8.329936981201172,5,True,-8.329967498779297,5,True,-8.322032928466797,5,True,-8.322032928466797,5,True,True,True
909,061,Mo36N36,[N]=O,-10.710914611816406,-10.710975646972656,-10.710914611816406,-10.710975646972656,-10.710914611816406,1.0,1.0,-10.722267150878906,-10.732337951660156,-10.722267150878906,-10.732337951660156,-10.722267150878906,4.75,1.0,-10.635109901428224,20.0,1.0,-10.728615760803224,46,1.0,,,,-10.710975646972656,1,True,-10.710975646972656,1,True,-10.710975646972656,1,True,-10.710731506347656,1,True,True,True,-10.713539123535156,4,True,-10.732337951660156,5,True,-10.732337951660156,5,True,-10.710853576660156,5,True,True,True
929,062,Cr32Ir96,[CH]=O,-7.342409133911133,-7.347902297973633,-7.342409133911133,-7.347902297973633,-7.342409133911133,1.0,0.75,-7.339357376098633,-7.339723587036133,-7.339357376098633,-7.339723587036133,-7.339357376098633,5.0,1.0,-8.170892715454102,20.0,1.0,-8.596307754516602,84,1.0,,,,,1,False,-7.339723587036133,1,True,-7.339601516723633,1,True,-7.347902297973633,1,True,True,False,-7.339723587036133,5,True,-7.339601516723633,5,True,-7.338869094848633,5,True,-7.339235305786133,5,True,True,True
