case_id,ocd62_case_id,ocd_id,surface_formula,adsorbate,backend_key,backend,run1_backend,run2_backend,run3_backend,run4_backend,llm_model,force_field,calculator_backend,force_field_model,force_field_size,variant,e_run1,e_run2,e_run3,e_run4,range_eV,e_min,std_eV,agreement_class
003,012,108,Ru60Ta20,[NH],claude,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,full,-14.5495405197,-14.5495405197,-14.5495405197,-14.5495405197,0,-14.5495405197,0,exact_match
003,012,108,Ru60Ta20,[NH],claude,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-14.2560224533,-14.5495405197,-14.5495405197,-14.5495405197,0.293518066406,-14.5495405197,0.127097050989,divergent
003,012,108,Ru60Ta20,[NH],claude,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-14.5495405197,-14.5495405197,-14.5495405197,-14.5495405197,0,-14.5495405197,0,exact_match
003,012,108,Ru60Ta20,[NH],claude,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-14.5495405197,-14.5495405197,-14.5495405197,-14.5495405197,0,-14.5495405197,0,exact_match
003,012,108,Ru60Ta20,[NH],claude,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-14.2560224533,-14.2560224533,-14.5495405197,-14.2560224533,0.293518066406,-14.5495405197,0.127097050989,divergent
004,016,181,Cu32Se64W16,C(C)O,claude,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,full,-9.23633575439,-9.31958770752,-9.07741546631,-9.07735443115,0.242233276367,-9.31958770752,0.104518528597,divergent
004,016,181,Cu32Se64W16,C(C)O,claude,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-10.3614730835,-9.66962432861,-9.07741546631,-9.07741546631,1.28405761719,-10.3614730835,0.52901354551,severe
004,016,181,Cu32Se64W16,C(C)O,claude,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-9.07765960693,-9.07741546631,-9.07741546631,-9.67261505127,0.595199584961,-9.67261505127,0.25769376106,large_divergent
004,016,181,Cu32Se64W16,C(C)O,claude,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-10.3614730835,-9.67261505127,-9.07741546631,-9.07759857178,1.28405761719,-10.3614730835,0.529148508514,severe
004,016,181,Cu32Se64W16,C(C)O,claude,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-9.0778427124,-9.07741546631,-9.07741546631,-9.07741546631,0.00042724609375,-9.0778427124,0.000185002985428,exact_match
005,020,201,Cr36N48,[CH]=O,claude,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,full,-7.7070941925,-7.7070941925,-7.7070941925,-7.70703315735,6.103515625e-05,-7.7070941925,2.64289979182e-05,exact_match
005,020,201,Cr36N48,[CH]=O,claude,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-7.77791023254,-7.70703315735,-7.7070941925,-7.7070941925,0.0708770751953,-7.77791023254,0.0306730646216,moderate
005,020,201,Cr36N48,[CH]=O,claude,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-7.7070941925,-7.7070941925,-7.7070941925,-7.7070941925,0,-7.7070941925,0,exact_match
005,020,201,Cr36N48,[CH]=O,claude,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-7.7070941925,-7.7070941925,-7.7070941925,-7.7070941925,0,-7.7070941925,0,exact_match
005,020,201,Cr36N48,[CH]=O,claude,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-7.70703315735,-7.70703315735,-7.7070941925,-7.7070941925,6.103515625e-05,-7.7070941925,3.0517578125e-05,exact_match
006,029,362,In18N18Ti36,O=N,claude,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,full,-7.88108825684,-8.87007904053,-7.8802947998,-7.8802947998,0.989784240723,-8.87007904053,0.428474745153,large_divergent
006,029,362,In18N18Ti36,O=N,claude,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-8.40859222412,-8.40859222412,-7.87889099121,-8.40859222412,0.52970123291,-8.40859222412,0.229367362058,large_divergent
006,029,362,In18N18Ti36,O=N,claude,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-8.40859222412,-8.99238586426,-8.87007904053,-8.40859222412,0.583793640137,-8.99238586426,0.264873690546,large_divergent
006,029,362,In18N18Ti36,O=N,claude,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-8.87007904053,-8.40859222412,-8.40859222412,-8.87007904053,0.461486816406,-8.87007904053,0.230743408203,divergent
006,029,362,In18N18Ti36,O=N,claude,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-11.3517913818,-11.3517303467,-11.3517303467,-11.3517303467,6.103515625e-05,-11.3517913818,2.64289979182e-05,exact_match
007,032,479,Ni6Sc36Te12,OH,claude,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,full,-7.22801208496,-7.22801208496,-7.22801208496,-7.22801208496,0,-7.22801208496,0,exact_match
007,032,479,Ni6Sc36Te12,OH,claude,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-7.22801208496,-7.22801208496,-7.22801208496,-7.22801208496,0,-7.22801208496,0,exact_match
007,032,479,Ni6Sc36Te12,OH,claude,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-7.22801208496,-7.22801208496,-7.22801208496,-7.22801208496,0,-7.22801208496,0,exact_match
007,032,479,Ni6Sc36Te12,OH,claude,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-7.13960266113,-7.22801208496,-7.11375427246,-7.22801208496,0.1142578125,-7.22801208496,0.0514843951326,divergent
007,032,479,Ni6Sc36Te12,OH,claude,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-7.22801208496,-6.57665252686,-7.22801208496,-9.47640228271,2.89974975586,-9.47640228271,1.10021600598,severe
008,035,513,Pd24Zr24,OH,claude,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,full,-6.23759460449,-6.24195861816,-6.24195861816,-6.17626190186,0.0656967163086,-6.24195861816,0.027874615144,moderate
008,035,513,Pd24Zr24,OH,claude,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-6.23329162598,-6.24195861816,-6.24195861816,-6.24195861816,0.0086669921875,-6.24195861816,0.00375291770439,match
008,035,513,Pd24Zr24,OH,claude,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-6.24198913574,-6.24000549316,-6.24195861816,-6.23115539551,0.0108337402344,-6.24198913574,0.00447321362541,minor
008,035,513,Pd24Zr24,OH,claude,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-6.24195861816,-6.24195861816,-6.24195861816,-6.23112487793,0.0108337402344,-6.24195861816,0.00469114713049,minor
008,035,513,Pd24Zr24,OH,claude,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-6.17626190186,-6.10581970215,-6.10581970215,-6.10578918457,0.0704727172852,-6.17626190186,0.0305067745994,moderate
009,036,530,Co32Y48,[NH],claude,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,full,-10.6433515549,-10.6433515549,-10.6433515549,-10.6433515549,1.7763568394e-15,-10.6433515549,8.881784197e-16,exact_match
009,036,530,Co32Y48,[NH],claude,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-10.6433515549,-10.6433515549,-10.6433515549,-10.6433515549,1.7763568394e-15,-10.6433515549,8.881784197e-16,exact_match
009,036,530,Co32Y48,[NH],claude,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-10.6433515549,-10.6433515549,-10.6433515549,-10.6433515549,1.7763568394e-15,-10.6433515549,8.881784197e-16,exact_match
009,036,530,Co32Y48,[NH],claude,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-10.6433515549,-10.6433515549,-10.6433515549,-10.6433515549,1.7763568394e-15,-10.6433515549,8.881784197e-16,exact_match
009,036,530,Co32Y48,[NH],claude,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-10.2085371017,-10.2085371017,-10.2085371017,-10.2085371017,1.7763568394e-15,-10.2085371017,8.881784197e-16,exact_match
010,041,596,Cr18Pt18,H,claude,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,full,-4.98022913933,-4.74316859245,-4.74319911003,-4.74319911003,0.237060546875,-4.98022913933,0.102641419005,divergent
010,041,596,Cr18Pt18,H,claude,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-4.74316859245,-4.74319911003,-4.74316859245,-4.74316859245,3.0517578125e-05,-4.74319911003,1.32144989591e-05,exact_match
010,041,596,Cr18Pt18,H,claude,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-4.74316859245,-4.74316859245,-4.74316859245,-4.74316859245,0,-4.74316859245,0,exact_match
010,041,596,Cr18Pt18,H,claude,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-4.98022913933,-4.98022913933,-4.98022913933,-4.98022913933,0,-4.98022913933,0,exact_match
010,041,596,Cr18Pt18,H,claude,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-4.74316859245,-4.74316859245,-4.74316859245,-4.74319911003,3.0517578125e-05,-4.74319911003,1.32144989591e-05,exact_match
011,048,735,Re27Ti27,[NH2],claude,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,full,-11.6545963287,-11.6547794342,-11.6547794342,-11.6551456451,0.00054931640625,-11.6551456451,0.000199534558573,exact_match
011,048,735,Re27Ti27,[NH2],claude,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-6.98352432251,-11.6547794342,-11.6547794342,-11.6547794342,4.67125511169,-11.6547794342,2.02271279714,severe
011,048,735,Re27Ti27,[NH2],claude,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-11.654718399,-11.6547794342,-11.6547794342,-11.6547794342,6.103515625e-05,-11.6547794342,2.64289979182e-05,exact_match
011,048,735,Re27Ti27,[NH2],claude,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-11.6545963287,-11.654718399,-11.6547794342,-11.6547794342,0.00018310546875,-11.6547794342,7.47524945918e-05,exact_match
011,048,735,Re27Ti27,[NH2],claude,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-6.98352432251,-6.98352432251,-6.98352432251,-6.98352432251,0,-6.98352432251,0,exact_match
012,050,768,Ga24Y24,H,claude,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,full,-3.50413966179,-3.50413966179,-3.50413966179,-3.33803248405,0.166107177734,-3.50413966179,0.0719265178345,divergent
012,050,768,Ga24Y24,H,claude,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-3.33806300163,-3.33806300163,-3.50413966179,-3.50413966179,0.166076660156,-3.50413966179,0.0830383300781,divergent
012,050,768,Ga24Y24,H,claude,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-3.33806300163,-3.50413966179,-3.50413966179,-3.50413966179,0.166076660156,-3.50413966179,0.0719133033355,divergent
012,050,768,Ga24Y24,H,claude,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-3.50413966179,-3.50413966179,-3.50413966179,-3.50413966179,0,-3.50413966179,0,exact_match
012,050,768,Ga24Y24,H,claude,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-3.50413966179,-3.25667262077,-3.25667262077,-3.25667262077,0.247467041016,-3.50413966179,0.107156372059,divergent
001,002,16,Hf18Sc18Si36,NO,gemini,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini-2.5-pro,MACE-MP-0 small,mace,mace_mp0,small,full,-4.3469619751,-4.3469619751,-4.3469619751,-4.3469619751,0,-4.3469619751,0,exact_match
001,002,16,Hf18Sc18Si36,NO,gemini,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini-2.5-pro,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-4.3469619751,-4.3469619751,-4.3469619751,-4.3469619751,0,-4.3469619751,0,exact_match
001,002,16,Hf18Sc18Si36,NO,gemini,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini-2.5-pro,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-4.3469619751,-4.3469619751,-4.3469619751,-4.3469619751,0,-4.3469619751,0,exact_match
001,002,16,Hf18Sc18Si36,NO,gemini,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini-2.5-pro,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-4.3469619751,-4.3469619751,-7.0328578949,-7.04744529724,2.70048332214,-7.04744529724,1.34660468686,severe
001,002,16,Hf18Sc18Si36,NO,gemini,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini-2.5-pro,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-4.3469619751,-4.3469619751,-4.3469619751,-4.3469619751,0,-4.3469619751,0,exact_match
002,010,94,Ag18Sr27,[N]=N,gemini,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini-2.5-pro,MACE-MP-0 small,mace,mace_mp0,small,full,-3.38451766968,-3.38452529907,-3.38451766968,-3.38451766968,7.62939453125e-06,-3.38452529907,3.30362473978e-06,exact_match
002,010,94,Ag18Sr27,[N]=N,gemini,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini-2.5-pro,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-3.38452529907,-3.38451766968,-3.38451766968,-3.38451766968,7.62939453125e-06,-3.38452529907,3.30362473978e-06,exact_match
002,010,94,Ag18Sr27,[N]=N,gemini,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini-2.5-pro,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-3.38452529907,-3.38451766968,-3.38451766968,-3.34560012817,0.0389251708984,-3.38452529907,0.0168528912937,minor
002,010,94,Ag18Sr27,[N]=N,gemini,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini-2.5-pro,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-3.38451766968,-3.38451766968,-3.38451766968,-3.38451766968,0,-3.38451766968,0,exact_match
002,010,94,Ag18Sr27,[N]=N,gemini,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini-2.5-pro,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-2.73585891724,-5.60781478882,-2.73585891724,-2.73585891724,2.87195587158,-5.60781478882,1.24359337167,severe
003,012,108,Ru60Ta20,[NH],gemini,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini-2.5-pro,MACE-MP-0 small,mace,mace_mp0,small,full,-14.5495405197,-14.5495405197,-14.5495405197,-14.5495405197,0,-14.5495405197,0,exact_match
003,012,108,Ru60Ta20,[NH],gemini,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini-2.5-pro,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-14.2560224533,-14.2560224533,-14.5495405197,-14.5495405197,0.293518066406,-14.5495405197,0.146759033203,divergent
003,012,108,Ru60Ta20,[NH],gemini,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini-2.5-pro,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-13.5644330978,-14.5495405197,-14.5495405197,-14.5495405197,0.985107421875,-14.5495405197,0.4265640264,large_divergent
003,012,108,Ru60Ta20,[NH],gemini,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini-2.5-pro,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-14.5495405197,-14.5495405197,-14.5495405197,-14.5495405197,0,-14.5495405197,0,exact_match
003,012,108,Ru60Ta20,[NH],gemini,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini-2.5-pro,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-14.2560224533,-13.5644330978,-14.2560224533,-13.2748823166,0.981140136719,-14.2560224533,0.430530433294,large_divergent
004,016,181,Cu32Se64W16,C(C)O,gemini,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini-2.5-pro,MACE-MP-0 small,mace,mace_mp0,small,full,-10.3614730835,-10.3614730835,-10.3614730835,-10.3610458374,0.00042724609375,-10.3614730835,0.000185002985428,exact_match
004,016,181,Cu32Se64W16,C(C)O,gemini,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini25pro_mace_mp0_small,gemini-2.5-pro,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-10.3631210327,-10.3614730835,-10.3614730835,-10.3614730835,0.00164794921875,-10.3631210327,0.000713582943792,match
