dataset,backend,backend_label,case_id,variant,variant_label,best_energy_eV,success,natural_failure,external_failure,energy_status,failure_reason,source,path
CMU20,gpt,GPT-5.4,13,no_termination,w/o Term,-2.8251419067382812,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_openai_gpt54_ablation/ablation_summary.csv
CMU20,gpt,GPT-5.4,14,no_termination,w/o Term,-3.5911407470703125,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_openai_gpt54_ablation/ablation_summary.csv
CMU20,gpt,GPT-5.4,15,no_termination,w/o Term,-3.257709503173828,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_openai_gpt54_ablation/ablation_summary.csv
CMU20,gpt,GPT-5.4,16,no_termination,w/o Term,-4.662910461425781,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_openai_gpt54_ablation/ablation_summary.csv
CMU20,gpt,GPT-5.4,17,no_termination,w/o Term,-3.240985870361328,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_openai_gpt54_ablation/ablation_summary.csv
CMU20,gpt,GPT-5.4,18,no_termination,w/o Term,-3.2147865295410156,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_openai_gpt54_ablation/ablation_summary.csv
CMU20,gpt,GPT-5.4,19,no_termination,w/o Term,-4.0125274658203125,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_openai_gpt54_ablation/ablation_summary.csv
CMU20,gpt,GPT-5.4,20,no_termination,w/o Term,-11.652278900146484,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_openai_gpt54_ablation/ablation_summary.csv
CMU20,gpt,GPT-5.4,01,single_shot,1-Shot,-3.557255506515503,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_openai_gpt54_ablation/ablation_summary.csv
CMU20,gpt,GPT-5.4,02,single_shot,1-Shot,-4.342861175537109,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_openai_gpt54_ablation/ablation_summary.csv
CMU20,gpt,GPT-5.4,04,single_shot,1-Shot,-2.2427330017089844,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_openai_gpt54_ablation/ablation_summary.csv
CMU20,gpt,GPT-5.4,05,single_shot,1-Shot,-2.8426101207733154,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_openai_gpt54_ablation/ablation_summary.csv
CMU20,gpt,GPT-5.4,09,single_shot,1-Shot,-1.9912567138671875,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_openai_gpt54_ablation/ablation_summary.csv
CMU20,gpt,GPT-5.4,10,single_shot,1-Shot,-2.7176666259765625,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_openai_gpt54_ablation/ablation_summary.csv
CMU20,gpt,GPT-5.4,12,single_shot,1-Shot,-2.0813217163085938,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_openai_gpt54_ablation/ablation_summary.csv
CMU20,gpt,GPT-5.4,13,single_shot,1-Shot,-2.8078689575195312,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_openai_gpt54_ablation/ablation_summary.csv
CMU20,gpt,GPT-5.4,14,single_shot,1-Shot,-3.4312286376953125,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_openai_gpt54_ablation/ablation_summary.csv
CMU20,gpt,GPT-5.4,15,single_shot,1-Shot,-2.9636917114257812,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_openai_gpt54_ablation/ablation_summary.csv
CMU20,gpt,GPT-5.4,16,single_shot,1-Shot,-4.662910461425781,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_openai_gpt54_ablation/ablation_summary.csv
CMU20,gpt,GPT-5.4,17,single_shot,1-Shot,-2.692474365234375,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_openai_gpt54_ablation/ablation_summary.csv
CMU20,gpt,GPT-5.4,18,single_shot,1-Shot,-2.5189666748046875,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_openai_gpt54_ablation/ablation_summary.csv
CMU20,gpt,GPT-5.4,19,single_shot,1-Shot,-4.0125274658203125,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_openai_gpt54_ablation/ablation_summary.csv
CMU20,gpt,GPT-5.4,20,single_shot,1-Shot,-11.652278900146484,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_openai_gpt54_ablation/ablation_summary.csv
CMU20,gpt,GPT-5.4,03,full,Full,-3.351963758468628,True,False,False,valid,,extra5,research/results/canonical_raw/cmu20_openai_gpt54_ablation/ablation_summary.csv
CMU20,gpt,GPT-5.4,06,full,Full,-2.164623260498047,True,False,False,valid,,extra5,research/results/canonical_raw/cmu20_openai_gpt54_ablation/ablation_summary.csv
CMU20,gpt,GPT-5.4,07,full,Full,-7.030705213546753,True,False,False,valid,,extra5,research/results/canonical_raw/cmu20_openai_gpt54_ablation/ablation_summary.csv
CMU20,gpt,GPT-5.4,08,full,Full,-7.190608978271484,True,False,False,valid,,extra5,research/results/canonical_raw/cmu20_openai_gpt54_ablation/ablation_summary.csv
CMU20,gpt,GPT-5.4,11,full,Full,-2.3813095092773438,True,False,False,valid,,extra5,research/results/canonical_raw/cmu20_openai_gpt54_ablation/ablation_summary.csv
CMU20,gpt,GPT-5.4,03,no_slip,w/o Slip,-3.351963758468628,True,False,False,valid,,extra5,research/results/canonical_raw/cmu20_openai_gpt54_ablation/ablation_summary.csv
CMU20,gpt,GPT-5.4,06,no_slip,w/o Slip,-2.164623260498047,True,False,False,valid,,extra5,research/results/canonical_raw/cmu20_openai_gpt54_ablation/ablation_summary.csv
CMU20,gpt,GPT-5.4,07,no_slip,w/o Slip,-7.051090955734253,True,False,False,valid,,extra5,research/results/canonical_raw/cmu20_openai_gpt54_ablation/ablation_summary.csv
CMU20,gpt,GPT-5.4,08,no_slip,w/o Slip,-7.190670013427734,True,False,False,valid,,extra5,research/results/canonical_raw/cmu20_openai_gpt54_ablation/ablation_summary.csv
CMU20,gpt,GPT-5.4,11,no_slip,w/o Slip,-2.4184722900390625,True,False,False,valid,,extra5,research/results/canonical_raw/cmu20_openai_gpt54_ablation/ablation_summary.csv
CMU20,gpt,GPT-5.4,03,no_forbid,w/o Forbid,-3.351963758468628,True,False,False,valid,,extra5,research/results/canonical_raw/cmu20_openai_gpt54_ablation/ablation_summary.csv
CMU20,gpt,GPT-5.4,06,no_forbid,w/o Forbid,-1.8745841979980469,True,False,False,valid,,extra5,research/results/canonical_raw/cmu20_openai_gpt54_ablation/ablation_summary.csv
CMU20,gpt,GPT-5.4,07,no_forbid,w/o Forbid,-7.051090955734253,True,False,False,valid,,extra5,research/results/canonical_raw/cmu20_openai_gpt54_ablation/ablation_summary.csv
CMU20,gpt,GPT-5.4,08,no_forbid,w/o Forbid,-7.190670013427734,True,False,False,valid,,extra5,research/results/canonical_raw/cmu20_openai_gpt54_ablation/ablation_summary.csv
CMU20,gpt,GPT-5.4,11,no_forbid,w/o Forbid,-2.4184722900390625,True,False,False,valid,,extra5,research/results/canonical_raw/cmu20_openai_gpt54_ablation/ablation_summary.csv
CMU20,gpt,GPT-5.4,03,no_termination,w/o Term,-3.351963758468628,True,False,False,valid,,extra5,research/results/canonical_raw/cmu20_openai_gpt54_ablation/ablation_summary.csv
CMU20,gpt,GPT-5.4,06,no_termination,w/o Term,-1.9020652770996094,True,False,False,valid,,extra5,research/results/canonical_raw/cmu20_openai_gpt54_ablation/ablation_summary.csv
CMU20,gpt,GPT-5.4,07,no_termination,w/o Term,-7.030705213546753,True,False,False,valid,,extra5,research/results/canonical_raw/cmu20_openai_gpt54_ablation/ablation_summary.csv
CMU20,gpt,GPT-5.4,08,no_termination,w/o Term,-7.190670013427734,True,False,False,valid,,extra5,research/results/canonical_raw/cmu20_openai_gpt54_ablation/ablation_summary.csv
CMU20,gpt,GPT-5.4,11,no_termination,w/o Term,-2.4184722900390625,True,False,False,valid,,extra5,research/results/canonical_raw/cmu20_openai_gpt54_ablation/ablation_summary.csv
CMU20,gpt,GPT-5.4,03,single_shot,1-Shot,-3.351963758468628,True,False,False,valid,,extra5,research/results/canonical_raw/cmu20_openai_gpt54_ablation/ablation_summary.csv
CMU20,gpt,GPT-5.4,06,single_shot,1-Shot,,False,True,False,missing_energy,natural run failure,extra5,research/results/canonical_raw/cmu20_openai_gpt54_ablation/ablation_summary.csv
CMU20,gpt,GPT-5.4,07,single_shot,1-Shot,-6.511173963546753,True,False,False,valid,,extra5,research/results/canonical_raw/cmu20_openai_gpt54_ablation/ablation_summary.csv
CMU20,gpt,GPT-5.4,08,single_shot,1-Shot,,False,True,False,missing_energy,natural run failure,extra5,research/results/canonical_raw/cmu20_openai_gpt54_ablation/ablation_summary.csv
CMU20,gpt,GPT-5.4,11,single_shot,1-Shot,-2.4184722900390625,True,False,False,valid,,extra5,research/results/canonical_raw/cmu20_openai_gpt54_ablation/ablation_summary.csv
CMU20,claude,Claude Sonnet 4.6,01,full,Full,-3.630131483078003,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_anthropic_sonnet46_ablation/ablation_summary.csv
CMU20,claude,Claude Sonnet 4.6,02,full,Full,-4.769039154052734,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_anthropic_sonnet46_ablation/ablation_summary.csv
CMU20,claude,Claude Sonnet 4.6,04,full,Full,-2.2848472595214844,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_anthropic_sonnet46_ablation/ablation_summary.csv
CMU20,claude,Claude Sonnet 4.6,05,full,Full,-2.961643934249878,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_anthropic_sonnet46_ablation/ablation_summary.csv
CMU20,claude,Claude Sonnet 4.6,09,full,Full,-1.9912567138671875,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_anthropic_sonnet46_ablation/ablation_summary.csv
CMU20,claude,Claude Sonnet 4.6,10,full,Full,-2.7176666259765625,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_anthropic_sonnet46_ablation/ablation_summary.csv
CMU20,claude,Claude Sonnet 4.6,12,full,Full,-2.3513641357421875,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_anthropic_sonnet46_ablation/ablation_summary.csv
CMU20,claude,Claude Sonnet 4.6,13,full,Full,-2.8251419067382812,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_anthropic_sonnet46_ablation/ablation_summary.csv
CMU20,claude,Claude Sonnet 4.6,14,full,Full,-3.5796432495117188,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_anthropic_sonnet46_ablation/ablation_summary.csv
CMU20,claude,Claude Sonnet 4.6,15,full,Full,-3.257678985595703,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_anthropic_sonnet46_ablation/ablation_summary.csv
CMU20,claude,Claude Sonnet 4.6,16,full,Full,-4.662910461425781,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_anthropic_sonnet46_ablation/ablation_summary.csv
CMU20,claude,Claude Sonnet 4.6,17,full,Full,-3.240985870361328,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_anthropic_sonnet46_ablation/ablation_summary.csv
CMU20,claude,Claude Sonnet 4.6,18,full,Full,-2.7240142822265625,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_anthropic_sonnet46_ablation/ablation_summary.csv
CMU20,claude,Claude Sonnet 4.6,19,full,Full,-4.0125274658203125,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_anthropic_sonnet46_ablation/ablation_summary.csv
CMU20,claude,Claude Sonnet 4.6,20,full,Full,-11.652706146240234,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_anthropic_sonnet46_ablation/ablation_summary.csv
CMU20,claude,Claude Sonnet 4.6,01,no_slip,w/o Slip,-3.630131483078003,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_anthropic_sonnet46_ablation/ablation_summary.csv
CMU20,claude,Claude Sonnet 4.6,02,no_slip,w/o Slip,-4.769039154052734,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_anthropic_sonnet46_ablation/ablation_summary.csv
CMU20,claude,Claude Sonnet 4.6,04,no_slip,w/o Slip,-2.2833213806152344,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_anthropic_sonnet46_ablation/ablation_summary.csv
CMU20,claude,Claude Sonnet 4.6,05,no_slip,w/o Slip,-2.9616286754608154,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_anthropic_sonnet46_ablation/ablation_summary.csv
CMU20,claude,Claude Sonnet 4.6,09,no_slip,w/o Slip,-1.9912567138671875,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_anthropic_sonnet46_ablation/ablation_summary.csv
CMU20,claude,Claude Sonnet 4.6,10,no_slip,w/o Slip,-2.7176666259765625,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_anthropic_sonnet46_ablation/ablation_summary.csv
CMU20,claude,Claude Sonnet 4.6,12,no_slip,w/o Slip,-2.3513641357421875,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_anthropic_sonnet46_ablation/ablation_summary.csv
CMU20,claude,Claude Sonnet 4.6,13,no_slip,w/o Slip,-2.8251419067382812,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_anthropic_sonnet46_ablation/ablation_summary.csv
CMU20,claude,Claude Sonnet 4.6,14,no_slip,w/o Slip,-3.5911407470703125,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_anthropic_sonnet46_ablation/ablation_summary.csv
CMU20,claude,Claude Sonnet 4.6,15,no_slip,w/o Slip,-3.257709503173828,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_anthropic_sonnet46_ablation/ablation_summary.csv
CMU20,claude,Claude Sonnet 4.6,16,no_slip,w/o Slip,-4.272052764892578,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_anthropic_sonnet46_ablation/ablation_summary.csv
CMU20,claude,Claude Sonnet 4.6,17,no_slip,w/o Slip,-3.240985870361328,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_anthropic_sonnet46_ablation/ablation_summary.csv
CMU20,claude,Claude Sonnet 4.6,18,no_slip,w/o Slip,-3.2147865295410156,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_anthropic_sonnet46_ablation/ablation_summary.csv
CMU20,claude,Claude Sonnet 4.6,19,no_slip,w/o Slip,-4.148807525634766,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_anthropic_sonnet46_ablation/ablation_summary.csv
CMU20,claude,Claude Sonnet 4.6,20,no_slip,w/o Slip,-11.652278900146484,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_anthropic_sonnet46_ablation/ablation_summary.csv
CMU20,claude,Claude Sonnet 4.6,01,no_forbid,w/o Forbid,-3.623600721359253,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_anthropic_sonnet46_ablation/ablation_summary.csv
CMU20,claude,Claude Sonnet 4.6,02,no_forbid,w/o Forbid,-4.769039154052734,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_anthropic_sonnet46_ablation/ablation_summary.csv
CMU20,claude,Claude Sonnet 4.6,04,no_forbid,w/o Forbid,-2.2851524353027344,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_anthropic_sonnet46_ablation/ablation_summary.csv
CMU20,claude,Claude Sonnet 4.6,05,no_forbid,w/o Forbid,-2.961643934249878,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_anthropic_sonnet46_ablation/ablation_summary.csv
CMU20,claude,Claude Sonnet 4.6,09,no_forbid,w/o Forbid,-1.9912567138671875,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_anthropic_sonnet46_ablation/ablation_summary.csv
CMU20,claude,Claude Sonnet 4.6,10,no_forbid,w/o Forbid,-2.7176666259765625,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_anthropic_sonnet46_ablation/ablation_summary.csv
CMU20,claude,Claude Sonnet 4.6,12,no_forbid,w/o Forbid,-2.3513641357421875,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_anthropic_sonnet46_ablation/ablation_summary.csv
CMU20,claude,Claude Sonnet 4.6,13,no_forbid,w/o Forbid,-2.8251419067382812,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_anthropic_sonnet46_ablation/ablation_summary.csv
CMU20,claude,Claude Sonnet 4.6,14,no_forbid,w/o Forbid,-3.5911407470703125,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_anthropic_sonnet46_ablation/ablation_summary.csv
CMU20,claude,Claude Sonnet 4.6,15,no_forbid,w/o Forbid,-3.257678985595703,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_anthropic_sonnet46_ablation/ablation_summary.csv
CMU20,claude,Claude Sonnet 4.6,16,no_forbid,w/o Forbid,-4.662910461425781,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_anthropic_sonnet46_ablation/ablation_summary.csv
CMU20,claude,Claude Sonnet 4.6,17,no_forbid,w/o Forbid,-3.240985870361328,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_anthropic_sonnet46_ablation/ablation_summary.csv
CMU20,claude,Claude Sonnet 4.6,18,no_forbid,w/o Forbid,-2.8375282287597656,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_anthropic_sonnet46_ablation/ablation_summary.csv
CMU20,claude,Claude Sonnet 4.6,19,no_forbid,w/o Forbid,-4.148807525634766,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_anthropic_sonnet46_ablation/ablation_summary.csv
CMU20,claude,Claude Sonnet 4.6,20,no_forbid,w/o Forbid,-11.652278900146484,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_anthropic_sonnet46_ablation/ablation_summary.csv
CMU20,claude,Claude Sonnet 4.6,01,no_termination,w/o Term,-3.630131483078003,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_anthropic_sonnet46_ablation/ablation_summary.csv
CMU20,claude,Claude Sonnet 4.6,02,no_termination,w/o Term,-4.769039154052734,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_anthropic_sonnet46_ablation/ablation_summary.csv
CMU20,claude,Claude Sonnet 4.6,04,no_termination,w/o Term,-2.2427330017089844,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_anthropic_sonnet46_ablation/ablation_summary.csv
CMU20,claude,Claude Sonnet 4.6,05,no_termination,w/o Term,-2.961643934249878,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_anthropic_sonnet46_ablation/ablation_summary.csv
CMU20,claude,Claude Sonnet 4.6,09,no_termination,w/o Term,-1.9912567138671875,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_anthropic_sonnet46_ablation/ablation_summary.csv
CMU20,claude,Claude Sonnet 4.6,10,no_termination,w/o Term,-2.7176666259765625,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_anthropic_sonnet46_ablation/ablation_summary.csv
CMU20,claude,Claude Sonnet 4.6,12,no_termination,w/o Term,-2.3513641357421875,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_anthropic_sonnet46_ablation/ablation_summary.csv
CMU20,claude,Claude Sonnet 4.6,13,no_termination,w/o Term,-2.8301544189453125,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_anthropic_sonnet46_ablation/ablation_summary.csv
CMU20,claude,Claude Sonnet 4.6,14,no_termination,w/o Term,-3.5911407470703125,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_anthropic_sonnet46_ablation/ablation_summary.csv
CMU20,claude,Claude Sonnet 4.6,15,no_termination,w/o Term,-3.257709503173828,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_anthropic_sonnet46_ablation/ablation_summary.csv
CMU20,claude,Claude Sonnet 4.6,16,no_termination,w/o Term,-4.662910461425781,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_anthropic_sonnet46_ablation/ablation_summary.csv
CMU20,claude,Claude Sonnet 4.6,17,no_termination,w/o Term,-3.240985870361328,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_anthropic_sonnet46_ablation/ablation_summary.csv
CMU20,claude,Claude Sonnet 4.6,18,no_termination,w/o Term,-3.2147865295410156,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_anthropic_sonnet46_ablation/ablation_summary.csv
CMU20,claude,Claude Sonnet 4.6,19,no_termination,w/o Term,-4.0125274658203125,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_anthropic_sonnet46_ablation/ablation_summary.csv
CMU20,claude,Claude Sonnet 4.6,20,no_termination,w/o Term,-11.652278900146484,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_anthropic_sonnet46_ablation/ablation_summary.csv
CMU20,claude,Claude Sonnet 4.6,01,single_shot,1-Shot,-3.557255506515503,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_anthropic_sonnet46_ablation/ablation_summary.csv
CMU20,claude,Claude Sonnet 4.6,02,single_shot,1-Shot,-4.342861175537109,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_anthropic_sonnet46_ablation/ablation_summary.csv
CMU20,claude,Claude Sonnet 4.6,04,single_shot,1-Shot,-1.8452110290527344,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_anthropic_sonnet46_ablation/ablation_summary.csv
CMU20,claude,Claude Sonnet 4.6,05,single_shot,1-Shot,-2.961643934249878,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_anthropic_sonnet46_ablation/ablation_summary.csv
CMU20,claude,Claude Sonnet 4.6,09,single_shot,1-Shot,-1.8037338256835938,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_anthropic_sonnet46_ablation/ablation_summary.csv
CMU20,claude,Claude Sonnet 4.6,10,single_shot,1-Shot,-2.7095260620117188,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_anthropic_sonnet46_ablation/ablation_summary.csv
CMU20,claude,Claude Sonnet 4.6,12,single_shot,1-Shot,-2.0813217163085938,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_anthropic_sonnet46_ablation/ablation_summary.csv
CMU20,claude,Claude Sonnet 4.6,13,single_shot,1-Shot,-2.8251419067382812,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_anthropic_sonnet46_ablation/ablation_summary.csv
CMU20,claude,Claude Sonnet 4.6,14,single_shot,1-Shot,-3.4533309936523438,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_anthropic_sonnet46_ablation/ablation_summary.csv
CMU20,claude,Claude Sonnet 4.6,15,single_shot,1-Shot,-2.767475128173828,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_anthropic_sonnet46_ablation/ablation_summary.csv
CMU20,claude,Claude Sonnet 4.6,16,single_shot,1-Shot,-4.662910461425781,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_anthropic_sonnet46_ablation/ablation_summary.csv
CMU20,claude,Claude Sonnet 4.6,17,single_shot,1-Shot,-2.692474365234375,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_anthropic_sonnet46_ablation/ablation_summary.csv
CMU20,claude,Claude Sonnet 4.6,18,single_shot,1-Shot,-2.5189666748046875,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_anthropic_sonnet46_ablation/ablation_summary.csv
CMU20,claude,Claude Sonnet 4.6,19,single_shot,1-Shot,-4.0125274658203125,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_anthropic_sonnet46_ablation/ablation_summary.csv
CMU20,claude,Claude Sonnet 4.6,20,single_shot,1-Shot,-11.652278900146484,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_anthropic_sonnet46_ablation/ablation_summary.csv
CMU20,claude,Claude Sonnet 4.6,03,full,Full,-3.351963758468628,True,False,False,valid,,extra5,research/results/canonical_raw/cmu20_anthropic_sonnet46_ablation/ablation_summary.csv
CMU20,claude,Claude Sonnet 4.6,06,full,Full,-1.8745841979980469,True,False,False,valid,,extra5,research/results/canonical_raw/cmu20_anthropic_sonnet46_ablation/ablation_summary.csv
CMU20,claude,Claude Sonnet 4.6,07,full,Full,-7.051090955734253,True,False,False,valid,,extra5,research/results/canonical_raw/cmu20_anthropic_sonnet46_ablation/ablation_summary.csv
CMU20,claude,Claude Sonnet 4.6,08,full,Full,-6.869441986083984,True,False,False,valid,,extra5,research/results/canonical_raw/cmu20_anthropic_sonnet46_ablation/ablation_summary.csv
CMU20,claude,Claude Sonnet 4.6,11,full,Full,-2.4184722900390625,True,False,False,valid,,extra5,research/results/canonical_raw/cmu20_anthropic_sonnet46_ablation/ablation_summary.csv
CMU20,claude,Claude Sonnet 4.6,03,no_slip,w/o Slip,-3.351963758468628,True,False,False,valid,,extra5,research/results/canonical_raw/cmu20_anthropic_sonnet46_ablation/ablation_summary.csv
CMU20,claude,Claude Sonnet 4.6,06,no_slip,w/o Slip,-2.164623260498047,True,False,False,valid,,extra5,research/results/canonical_raw/cmu20_anthropic_sonnet46_ablation/ablation_summary.csv
CMU20,claude,Claude Sonnet 4.6,07,no_slip,w/o Slip,-7.051090955734253,True,False,False,valid,,extra5,research/results/canonical_raw/cmu20_anthropic_sonnet46_ablation/ablation_summary.csv
CMU20,claude,Claude Sonnet 4.6,08,no_slip,w/o Slip,-7.190608978271484,True,False,False,valid,,extra5,research/results/canonical_raw/cmu20_anthropic_sonnet46_ablation/ablation_summary.csv
CMU20,claude,Claude Sonnet 4.6,11,no_slip,w/o Slip,-2.4184722900390625,True,False,False,valid,,extra5,research/results/canonical_raw/cmu20_anthropic_sonnet46_ablation/ablation_summary.csv
CMU20,claude,Claude Sonnet 4.6,03,no_forbid,w/o Forbid,-3.351963758468628,True,False,False,valid,,extra5,research/results/canonical_raw/cmu20_anthropic_sonnet46_ablation/ablation_summary.csv
CMU20,claude,Claude Sonnet 4.6,06,no_forbid,w/o Forbid,-1.8745841979980469,True,False,False,valid,,extra5,research/results/canonical_raw/cmu20_anthropic_sonnet46_ablation/ablation_summary.csv
CMU20,claude,Claude Sonnet 4.6,07,no_forbid,w/o Forbid,-7.051090955734253,True,False,False,valid,,extra5,research/results/canonical_raw/cmu20_anthropic_sonnet46_ablation/ablation_summary.csv
CMU20,claude,Claude Sonnet 4.6,08,no_forbid,w/o Forbid,-6.856868743896484,True,False,False,valid,,extra5,research/results/canonical_raw/cmu20_anthropic_sonnet46_ablation/ablation_summary.csv
CMU20,claude,Claude Sonnet 4.6,11,no_forbid,w/o Forbid,-2.4184722900390625,True,False,False,valid,,extra5,research/results/canonical_raw/cmu20_anthropic_sonnet46_ablation/ablation_summary.csv
CMU20,claude,Claude Sonnet 4.6,03,no_termination,w/o Term,-3.351963758468628,True,False,False,valid,,extra5,research/results/canonical_raw/cmu20_anthropic_sonnet46_ablation/ablation_summary.csv
CMU20,claude,Claude Sonnet 4.6,06,no_termination,w/o Term,-2.1646080017089844,True,False,False,valid,,extra5,research/results/canonical_raw/cmu20_anthropic_sonnet46_ablation/ablation_summary.csv
CMU20,claude,Claude Sonnet 4.6,07,no_termination,w/o Term,-7.051090955734253,True,False,False,valid,,extra5,research/results/canonical_raw/cmu20_anthropic_sonnet46_ablation/ablation_summary.csv
CMU20,claude,Claude Sonnet 4.6,08,no_termination,w/o Term,-7.190670013427734,True,False,False,valid,,extra5,research/results/canonical_raw/cmu20_anthropic_sonnet46_ablation/ablation_summary.csv
CMU20,claude,Claude Sonnet 4.6,11,no_termination,w/o Term,-2.4184722900390625,True,False,False,valid,,extra5,research/results/canonical_raw/cmu20_anthropic_sonnet46_ablation/ablation_summary.csv
CMU20,claude,Claude Sonnet 4.6,03,single_shot,1-Shot,-3.351963758468628,True,False,False,valid,,extra5,research/results/canonical_raw/cmu20_anthropic_sonnet46_ablation/ablation_summary.csv
CMU20,claude,Claude Sonnet 4.6,06,single_shot,1-Shot,,False,True,False,missing_energy,natural run failure,extra5,research/results/canonical_raw/cmu20_anthropic_sonnet46_ablation/ablation_summary.csv
CMU20,claude,Claude Sonnet 4.6,07,single_shot,1-Shot,-6.883122205734253,True,False,False,valid,,extra5,research/results/canonical_raw/cmu20_anthropic_sonnet46_ablation/ablation_summary.csv
