dataset,case_id,surface,adsorbate,reaction_class,selection_bucket,selected_for_panel_b,backend,variant,checkpoint,best_energy_eV,source_result_dir,source_xyz,png_path
OCD-GMAE selected,032,Ge16Mn48,C(=O)C,GENERALIZATION,small_organic,True,GPT-5.4,Full,MACE-MP-0 small,-1.094757080078125,research/results/ocd_gmae_rep50_openai_gpt54_full_v1/full/032,research/results/ocd_gmae_rep50_openai_gpt54_full_v1/full/032/artifacts/BEST_C(_O)C_ontop_to_hollow_inferred_E-1.095.xyz,research/results/analysis/panel_b_assets_20260429/ocd_rep50_selected/032_Ge16Mn48_C_=O_C.png
OCD-GMAE rep50,033,Al36Zr12,C(=O)C,GENERALIZATION,small_organic,False,GPT-5.4,Full,MACE-MP-0 small,-3.056640625,research/results/ocd_gmae_rep50_openai_gpt54_full_v1/full/033,research/results/ocd_gmae_rep50_openai_gpt54_full_v1/full/033/artifacts/BEST_C(_O)C_bridge_E-3.057.xyz,research/results/analysis/panel_b_assets_20260429/ocd_rep50_all/033_Al36Zr12_C_=O_C.png
OCD-GMAE rep50,034,Ag60Ga20,C(=O)C,GENERALIZATION,small_organic,False,GPT-5.4,Full,MACE-MP-0 small,-3.6074676513671875,research/results/ocd_gmae_rep50_openai_gpt54_full_v1/full/034,research/results/ocd_gmae_rep50_openai_gpt54_full_v1/full/034/artifacts/BEST_C(_O)C_bridge_E-3.607.xyz,research/results/analysis/panel_b_assets_20260429/ocd_rep50_all/034_Ag60Ga20_C_=O_C.png
OCD-GMAE rep50,035,Se48Sn48,CO,GENERALIZATION,small_organic,True,GPT-5.4,Full,MACE-MP-0 small,-4.418554306030273,research/results/ocd_gmae_rep50_openai_gpt54_full_v1/full/035,research/results/ocd_gmae_rep50_openai_gpt54_full_v1/full/035/artifacts/BEST_CO_ontop_to_hollow_inferred_E-4.419.xyz,research/results/analysis/panel_b_assets_20260429/ocd_rep50_all/035_Se48Sn48_CO.png
OCD-GMAE selected,035,Se48Sn48,CO,GENERALIZATION,small_organic,True,GPT-5.4,Full,MACE-MP-0 small,-4.418554306030273,research/results/ocd_gmae_rep50_openai_gpt54_full_v1/full/035,research/results/ocd_gmae_rep50_openai_gpt54_full_v1/full/035/artifacts/BEST_CO_ontop_to_hollow_inferred_E-4.419.xyz,research/results/analysis/panel_b_assets_20260429/ocd_rep50_selected/035_Se48Sn48_CO.png
OCD-GMAE rep50,036,Co12Sb12Ti12,CO,GENERALIZATION,small_organic,False,GPT-5.4,Full,MACE-MP-0 small,-0.16718101501464844,research/results/ocd_gmae_rep50_openai_gpt54_full_v1/full/036,research/results/ocd_gmae_rep50_openai_gpt54_full_v1/full/036/artifacts/BEST_CO_ontop_to_desorbed_E-0.167.xyz,research/results/analysis/panel_b_assets_20260429/ocd_rep50_all/036_Co12Sb12Ti12_CO.png
OCD-GMAE rep50,037,Cu32Se64W16,C(C)O,GENERALIZATION,small_organic,True,GPT-5.4,Full,MACE-MP-0 small,-10.361473083496094,research/results/ocd_gmae_rep50_openai_gpt54_full_v1/full/037,research/results/ocd_gmae_rep50_openai_gpt54_full_v1/full/037/artifacts/BEST_C(C)O_ontop_to_hollow_inferred_E-10.361.xyz,research/results/analysis/panel_b_assets_20260429/ocd_rep50_all/037_Cu32Se64W16_C_C_O.png
OCD-GMAE selected,037,Cu32Se64W16,C(C)O,GENERALIZATION,small_organic,True,GPT-5.4,Full,MACE-MP-0 small,-10.361473083496094,research/results/ocd_gmae_rep50_openai_gpt54_full_v1/full/037,research/results/ocd_gmae_rep50_openai_gpt54_full_v1/full/037/artifacts/BEST_C(C)O_ontop_to_hollow_inferred_E-10.361.xyz,research/results/analysis/panel_b_assets_20260429/ocd_rep50_selected/037_Cu32Se64W16_C_C_O.png
OCD-GMAE rep50,038,Bi16Pd48,C(C)O,GENERALIZATION,small_organic,False,GPT-5.4,Full,MACE-MP-0 small,-3.3192520141601562,research/results/ocd_gmae_rep50_openai_gpt54_full_v1/full/038,research/results/ocd_gmae_rep50_openai_gpt54_full_v1/full/038/artifacts/BEST_C(C)O_bridge_to_ontop_E-3.319.xyz,research/results/analysis/panel_b_assets_20260429/ocd_rep50_all/038_Bi16Pd48_C_C_O.png
OCD-GMAE rep50,039,As40Ti40,C[O],GENERALIZATION,small_organic,True,GPT-5.4,Full,MACE-MP-0 small,-7.434549331665039,research/results/ocd_gmae_rep50_openai_gpt54_full_v1/full/039,research/results/ocd_gmae_rep50_openai_gpt54_full_v1/full/039/artifacts/BEST_CO_hollow_to_ontop_ISO_E-7.435.xyz,research/results/analysis/panel_b_assets_20260429/ocd_rep50_all/039_As40Ti40_C_O_.png
OCD-GMAE selected,039,As40Ti40,C[O],GENERALIZATION,small_organic,True,GPT-5.4,Full,MACE-MP-0 small,-7.434549331665039,research/results/ocd_gmae_rep50_openai_gpt54_full_v1/full/039,research/results/ocd_gmae_rep50_openai_gpt54_full_v1/full/039/artifacts/BEST_CO_hollow_to_ontop_ISO_E-7.435.xyz,research/results/analysis/panel_b_assets_20260429/ocd_rep50_selected/039_As40Ti40_C_O_.png
OCD-GMAE rep50,040,Pd144Si32,C[O],GENERALIZATION,small_organic,False,GPT-5.4,Full,MACE-MP-0 small,-5.455301284790039,research/results/ocd_gmae_rep50_openai_gpt54_full_v1/full/040,research/results/ocd_gmae_rep50_openai_gpt54_full_v1/full/040/artifacts/BEST_CO_hollow_to_hollow_FCC-No-Subsurf_E-5.455.xyz,research/results/analysis/panel_b_assets_20260429/ocd_rep50_all/040_Pd144Si32_C_O_.png
OCD-GMAE rep50,041,Ca24Pb24Pd24,[CH2][O],GENERALIZATION,small_organic,True,GPT-5.4,Full,MACE-MP-0 small,-4.019645690917969,research/results/ocd_gmae_rep50_openai_gpt54_full_v1/full/041,research/results/ocd_gmae_rep50_openai_gpt54_full_v1/full/041/artifacts/BEST_CH2O_hollow_to_hollow_FCC-No-Subsurf_E-4.020.xyz,research/results/analysis/panel_b_assets_20260429/ocd_rep50_all/041_Ca24Pb24Pd24__CH2_O_.png
OCD-GMAE selected,041,Ca24Pb24Pd24,[CH2][O],GENERALIZATION,small_organic,True,GPT-5.4,Full,MACE-MP-0 small,-4.019645690917969,research/results/ocd_gmae_rep50_openai_gpt54_full_v1/full/041,research/results/ocd_gmae_rep50_openai_gpt54_full_v1/full/041/artifacts/BEST_CH2O_hollow_to_hollow_FCC-No-Subsurf_E-4.020.xyz,research/results/analysis/panel_b_assets_20260429/ocd_rep50_selected/041_Ca24Pb24Pd24__CH2_O_.png
OCD-GMAE rep50,042,Ag96Ga32,[CH2][O],GENERALIZATION,small_organic,False,GPT-5.4,Full,MACE-MP-0 small,-2.4862289428710938,research/results/ocd_gmae_rep50_openai_gpt54_full_v1/full/042,research/results/ocd_gmae_rep50_openai_gpt54_full_v1/full/042/artifacts/BEST_CH2O_bridge_to_hollow_FCC-No-Subsurf_E-2.486.xyz,research/results/analysis/panel_b_assets_20260429/ocd_rep50_all/042_Ag96Ga32__CH2_O_.png
OCD-GMAE rep50,043,K20,C([CH2])O,GENERALIZATION,small_organic,True,GPT-5.4,Full,MACE-MP-0 small,None,research/results/ocd_gmae_rep50_openai_gpt54_full_v1/full/043,research/results/ocd_gmae_rep50_openai_gpt54_full_v1/full/043/artifacts/final.xyz,research/results/analysis/panel_b_assets_20260429/ocd_rep50_all/043_K20_C_CH2_O.png
OCD-GMAE selected,043,K20,C([CH2])O,GENERALIZATION,small_organic,True,GPT-5.4,Full,MACE-MP-0 small,None,research/results/ocd_gmae_rep50_openai_gpt54_full_v1/full/043,research/results/ocd_gmae_rep50_openai_gpt54_full_v1/full/043/artifacts/final.xyz,research/results/analysis/panel_b_assets_20260429/ocd_rep50_selected/043_K20_C_CH2_O.png
OCD-GMAE rep50,044,Cd16Pd48,C([CH2])O,GENERALIZATION,small_organic,False,GPT-5.4,Full,MACE-MP-0 small,-5.068367004394531,research/results/ocd_gmae_rep50_openai_gpt54_full_v1/full/044,research/results/ocd_gmae_rep50_openai_gpt54_full_v1/full/044/artifacts/BEST_C(CH2)O_bridge_E-5.068.xyz,research/results/analysis/panel_b_assets_20260429/ocd_rep50_all/044_Cd16Pd48_C_CH2_O.png
OCD-GMAE rep50,045,Cu48Ga16,C([CH2])O,GENERALIZATION,small_organic,False,GPT-5.4,Full,MACE-MP-0 small,-2.8482284545898438,research/results/ocd_gmae_rep50_openai_gpt54_full_v1/full/045,research/results/ocd_gmae_rep50_openai_gpt54_full_v1/full/045/artifacts/BEST_C(CH2)O_ontop_E-2.848.xyz,research/results/analysis/panel_b_assets_20260429/ocd_rep50_all/045_Cu48Ga16_C_CH2_O.png
OCD-GMAE rep50,046,S36Sn24,[CH3],GENERALIZATION,small_organic,True,GPT-5.4,Full,MACE-MP-0 small,-8.329936981201172,research/results/ocd_gmae_rep50_openai_gpt54_full_v1/full/046,research/results/ocd_gmae_rep50_openai_gpt54_full_v1/full/046/artifacts/BEST_CH3_hollow_to_ontop_E-8.330.xyz,research/results/analysis/panel_b_assets_20260429/ocd_rep50_all/046_S36Sn24__CH3_.png
OCD-GMAE selected,046,S36Sn24,[CH3],GENERALIZATION,small_organic,True,GPT-5.4,Full,MACE-MP-0 small,-8.329936981201172,research/results/ocd_gmae_rep50_openai_gpt54_full_v1/full/046,research/results/ocd_gmae_rep50_openai_gpt54_full_v1/full/046/artifacts/BEST_CH3_hollow_to_ontop_E-8.330.xyz,research/results/analysis/panel_b_assets_20260429/ocd_rep50_selected/046_S36Sn24__CH3_.png
OCD-GMAE rep50,047,Os32S64,[CH3],GENERALIZATION,small_organic,True,GPT-5.4,Full,MACE-MP-0 small,-10.486995697021484,research/results/ocd_gmae_rep50_openai_gpt54_full_v1/full/047,research/results/ocd_gmae_rep50_openai_gpt54_full_v1/full/047/artifacts/BEST_CH3_bridge_to_ontop_E-10.487.xyz,research/results/analysis/panel_b_assets_20260429/ocd_rep50_all/047_Os32S64__CH3_.png
OCD-GMAE selected,047,Os32S64,[CH3],GENERALIZATION,small_organic,True,GPT-5.4,Full,MACE-MP-0 small,-10.486995697021484,research/results/ocd_gmae_rep50_openai_gpt54_full_v1/full/047,research/results/ocd_gmae_rep50_openai_gpt54_full_v1/full/047/artifacts/BEST_CH3_bridge_to_ontop_E-10.487.xyz,research/results/analysis/panel_b_assets_20260429/ocd_rep50_selected/047_Os32S64__CH3_.png
OCD-GMAE rep50,048,Tl24Y8,[CH3],GENERALIZATION,small_organic,True,GPT-5.4,Full,MACE-MP-0 small,-2.903726577758789,research/results/ocd_gmae_rep50_openai_gpt54_full_v1/full/048,research/results/ocd_gmae_rep50_openai_gpt54_full_v1/full/048/artifacts/BEST_CH3_ontop_to_bridge_E-2.904.xyz,research/results/analysis/panel_b_assets_20260429/ocd_rep50_all/048_Tl24Y8__CH3_.png
OCD-GMAE selected,048,Tl24Y8,[CH3],GENERALIZATION,small_organic,True,GPT-5.4,Full,MACE-MP-0 small,-2.903726577758789,research/results/ocd_gmae_rep50_openai_gpt54_full_v1/full/048,research/results/ocd_gmae_rep50_openai_gpt54_full_v1/full/048/artifacts/BEST_CH3_ontop_to_bridge_E-2.904.xyz,research/results/analysis/panel_b_assets_20260429/ocd_rep50_selected/048_Tl24Y8__CH3_.png
OCD-GMAE rep50,049,As24V36,[CH2]C,GENERALIZATION,small_organic,False,GPT-5.4,Full,MACE-MP-0 small,-8.249351501464844,research/results/ocd_gmae_rep50_openai_gpt54_full_v1/full/049,research/results/ocd_gmae_rep50_openai_gpt54_full_v1/full/049/artifacts/BEST_CH2C_bridge_to_hollow_HCP-Subsurf-Atom_E-8.249.xyz,research/results/analysis/panel_b_assets_20260429/ocd_rep50_all/049_As24V36__CH2_C.png
OCD-GMAE rep50,050,Ni38Se40,[CH2]C,GENERALIZATION,small_organic,False,GPT-5.4,Full,MACE-MP-0 small,-11.695274353027344,research/results/ocd_gmae_rep50_openai_gpt54_full_v1/full/050,research/results/ocd_gmae_rep50_openai_gpt54_full_v1/full/050/artifacts/BEST_CH2C_ontop_E-11.695.xyz,research/results/analysis/panel_b_assets_20260429/ocd_rep50_all/050_Ni38Se40__CH2_C.png
