dataset,case_id,variant,backend_count,success_backend_count,min_energy_eV,max_energy_eV,range_energy_eV,mean_energy_eV,success_backends
ocd62,003,full,4,4,-3.28880882263,-3.26027870178,0.0285301208496,-3.28167247772,openai_gpt54_mace_mp0_small;anthropic_claude_sonnet46_mace_mp0_small;google_vertexai_gemini25pro_mace_mp0_small;xai_grok4_0709_mace_mp0_small
ocd62,003,no_forbid,4,4,-3.28880882263,-3.1459274292,0.142881393433,-3.25032281876,openai_gpt54_mace_mp0_small;anthropic_claude_sonnet46_mace_mp0_small;google_vertexai_gemini25pro_mace_mp0_small;xai_grok4_0709_mace_mp0_small
ocd62,003,no_slip,4,4,-3.41019058228,-3.26029205322,0.149898529053,-3.31202459335,openai_gpt54_mace_mp0_small;anthropic_claude_sonnet46_mace_mp0_small;google_vertexai_gemini25pro_mace_mp0_small;xai_grok4_0709_mace_mp0_small
ocd62,003,no_termination,4,4,-3.28880882263,-3.26029205322,0.0285167694092,-3.28167533875,openai_gpt54_mace_mp0_small;anthropic_claude_sonnet46_mace_mp0_small;google_vertexai_gemini25pro_mace_mp0_small;xai_grok4_0709_mace_mp0_small
ocd62,003,one_shot,4,4,-3.15579795837,-3.11490440369,0.0408935546875,-3.14063549042,openai_gpt54_mace_mp0_small;anthropic_claude_sonnet46_mace_mp0_small;google_vertexai_gemini25pro_mace_mp0_small;xai_grok4_0709_mace_mp0_small
ocd62,004,full,4,4,-7.176612854,-7.15995025635,0.0166625976562,-7.16828155518,openai_gpt54_mace_mp0_small;anthropic_claude_sonnet46_mace_mp0_small;google_vertexai_gemini25pro_mace_mp0_small;xai_grok4_0709_mace_mp0_small
ocd62,004,no_forbid,4,4,-7.176612854,-7.15995025635,0.0166625976562,-7.17244720459,openai_gpt54_mace_mp0_small;anthropic_claude_sonnet46_mace_mp0_small;google_vertexai_gemini25pro_mace_mp0_small;xai_grok4_0709_mace_mp0_small
ocd62,004,no_slip,4,4,-7.39261627197,-7.176612854,0.216003417969,-7.2306137085,openai_gpt54_mace_mp0_small;anthropic_claude_sonnet46_mace_mp0_small;google_vertexai_gemini25pro_mace_mp0_small;xai_grok4_0709_mace_mp0_small
ocd62,004,no_termination,4,4,-7.176612854,-6.71628570557,0.460327148438,-7.05736541748,openai_gpt54_mace_mp0_small;anthropic_claude_sonnet46_mace_mp0_small;google_vertexai_gemini25pro_mace_mp0_small;xai_grok4_0709_mace_mp0_small
ocd62,004,one_shot,4,4,-6.4885635376,-6.12345123291,0.365112304688,-6.22104644775,openai_gpt54_mace_mp0_small;anthropic_claude_sonnet46_mace_mp0_small;google_vertexai_gemini25pro_mace_mp0_small;xai_grok4_0709_mace_mp0_small
ocd62,005,full,4,4,-10.0763492584,-10.075138092,0.00121116638184,-10.0754714012,openai_gpt54_mace_mp0_small;anthropic_claude_sonnet46_mace_mp0_small;google_vertexai_gemini25pro_mace_mp0_small;xai_grok4_0709_mace_mp0_small
ocd62,005,no_forbid,4,4,-10.0763492584,-9.9780921936,0.0982570648193,-10.051179409,openai_gpt54_mace_mp0_small;anthropic_claude_sonnet46_mace_mp0_small;google_vertexai_gemini25pro_mace_mp0_small;xai_grok4_0709_mace_mp0_small
ocd62,005,no_slip,4,4,-10.0763492584,-9.9780921936,0.0982570648193,-10.0491323471,openai_gpt54_mace_mp0_small;anthropic_claude_sonnet46_mace_mp0_small;google_vertexai_gemini25pro_mace_mp0_small;xai_grok4_0709_mace_mp0_small
ocd62,005,no_termination,4,4,-10.0752601624,-10.075138092,0.0001220703125,-10.0752296448,openai_gpt54_mace_mp0_small;anthropic_claude_sonnet46_mace_mp0_small;google_vertexai_gemini25pro_mace_mp0_small;xai_grok4_0709_mace_mp0_small
ocd62,005,one_shot,4,4,-9.26238441467,-8.99322891235,0.269155502319,-9.19509553909,openai_gpt54_mace_mp0_small;anthropic_claude_sonnet46_mace_mp0_small;google_vertexai_gemini25pro_mace_mp0_small;xai_grok4_0709_mace_mp0_small
ocd62,006,full,4,4,-3.71587181091,-3.4176235199,0.298248291016,-3.64130973816,openai_gpt54_mace_mp0_small;anthropic_claude_sonnet46_mace_mp0_small;google_vertexai_gemini25pro_mace_mp0_small;xai_grok4_0709_mace_mp0_small
ocd62,006,no_forbid,4,4,-3.71587181091,-3.71587181091,0,-3.71587181091,openai_gpt54_mace_mp0_small;anthropic_claude_sonnet46_mace_mp0_small;google_vertexai_gemini25pro_mace_mp0_small;xai_grok4_0709_mace_mp0_small
ocd62,006,no_slip,4,4,-3.71587181091,-3.4211025238,0.294769287109,-3.64217948914,openai_gpt54_mace_mp0_small;anthropic_claude_sonnet46_mace_mp0_small;google_vertexai_gemini25pro_mace_mp0_small;xai_grok4_0709_mace_mp0_small
ocd62,006,no_termination,4,4,-3.71587181091,-3.71587181091,0,-3.71587181091,openai_gpt54_mace_mp0_small;anthropic_claude_sonnet46_mace_mp0_small;google_vertexai_gemini25pro_mace_mp0_small;xai_grok4_0709_mace_mp0_small
ocd62,006,one_shot,4,4,-3.37650680542,-3.37650680542,0,-3.37650680542,openai_gpt54_mace_mp0_small;anthropic_claude_sonnet46_mace_mp0_small;google_vertexai_gemini25pro_mace_mp0_small;xai_grok4_0709_mace_mp0_small
ocd62,007,full,4,4,-19.9250717163,-19.7169036865,0.208168029785,-19.7899398804,openai_gpt54_mace_mp0_small;anthropic_claude_sonnet46_mace_mp0_small;google_vertexai_gemini25pro_mace_mp0_small;xai_grok4_0709_mace_mp0_small
ocd62,007,no_forbid,4,4,-19.9507598877,-19.71824646,0.232513427734,-19.8458042145,openai_gpt54_mace_mp0_small;anthropic_claude_sonnet46_mace_mp0_small;google_vertexai_gemini25pro_mace_mp0_small;xai_grok4_0709_mace_mp0_small
ocd62,007,no_slip,4,4,-19.9250717163,-19.7263641357,0.198707580566,-19.8753948212,openai_gpt54_mace_mp0_small;anthropic_claude_sonnet46_mace_mp0_small;google_vertexai_gemini25pro_mace_mp0_small;xai_grok4_0709_mace_mp0_small
ocd62,007,no_termination,4,4,-19.9250717163,-19.7173919678,0.207679748535,-19.8731517792,openai_gpt54_mace_mp0_small;anthropic_claude_sonnet46_mace_mp0_small;google_vertexai_gemini25pro_mace_mp0_small;xai_grok4_0709_mace_mp0_small
ocd62,007,one_shot,4,4,-19.7264251709,-19.3176116943,0.408813476563,-19.619720459,openai_gpt54_mace_mp0_small;anthropic_claude_sonnet46_mace_mp0_small;google_vertexai_gemini25pro_mace_mp0_small;xai_grok4_0709_mace_mp0_small
ocd62,008,full,4,4,-8.4666519165,-7.48044872284,0.986203193665,-8.21998667717,openai_gpt54_mace_mp0_small;anthropic_claude_sonnet46_mace_mp0_small;google_vertexai_gemini25pro_mace_mp0_small;xai_grok4_0709_mace_mp0_small
ocd62,008,no_forbid,4,4,-8.46674346924,-7.47774791718,0.988995552063,-7.97530126572,openai_gpt54_mace_mp0_small;anthropic_claude_sonnet46_mace_mp0_small;google_vertexai_gemini25pro_mace_mp0_small;xai_grok4_0709_mace_mp0_small
ocd62,008,no_slip,4,4,-8.46669769287,-7.49000072479,0.976696968079,-8.22249293327,openai_gpt54_mace_mp0_small;anthropic_claude_sonnet46_mace_mp0_small;google_vertexai_gemini25pro_mace_mp0_small;xai_grok4_0709_mace_mp0_small
ocd62,008,no_termination,4,4,-8.46666717529,-7.49003124237,0.976635932922,-8.2224509716,openai_gpt54_mace_mp0_small;anthropic_claude_sonnet46_mace_mp0_small;google_vertexai_gemini25pro_mace_mp0_small;xai_grok4_0709_mace_mp0_small
ocd62,008,one_shot,4,4,-8.46666717529,-7.16851329803,1.29815387726,-7.4956305027,openai_gpt54_mace_mp0_small;anthropic_claude_sonnet46_mace_mp0_small;google_vertexai_gemini25pro_mace_mp0_small;xai_grok4_0709_mace_mp0_small
ocd62,009,full,4,4,-4.29202461243,-4.29079055786,0.00123405456543,-4.29171609879,openai_gpt54_mace_mp0_small;anthropic_claude_sonnet46_mace_mp0_small;google_vertexai_gemini25pro_mace_mp0_small;xai_grok4_0709_mace_mp0_small
ocd62,009,no_forbid,4,4,-4.57838821411,-4.29196357727,0.286424636841,-4.43519115448,openai_gpt54_mace_mp0_small;anthropic_claude_sonnet46_mace_mp0_small;google_vertexai_gemini25pro_mace_mp0_small;xai_grok4_0709_mace_mp0_small
ocd62,009,no_slip,4,4,-5.21346664429,-4.29202461243,0.92144203186,-4.66558218002,openai_gpt54_mace_mp0_small;anthropic_claude_sonnet46_mace_mp0_small;google_vertexai_gemini25pro_mace_mp0_small;xai_grok4_0709_mace_mp0_small
ocd62,009,no_termination,4,4,-4.57841873169,-4.27635574341,0.302062988281,-4.35576581955,openai_gpt54_mace_mp0_small;anthropic_claude_sonnet46_mace_mp0_small;google_vertexai_gemini25pro_mace_mp0_small;xai_grok4_0709_mace_mp0_small
ocd62,009,one_shot,4,4,-4.57838821411,-4.27635574341,0.302032470703,-4.35967540741,openai_gpt54_mace_mp0_small;anthropic_claude_sonnet46_mace_mp0_small;google_vertexai_gemini25pro_mace_mp0_small;xai_grok4_0709_mace_mp0_small
ocd62,010,full,4,4,-3.38452529907,-3.34561538696,0.0389099121094,-3.37479400635,openai_gpt54_mace_mp0_small;anthropic_claude_sonnet46_mace_mp0_small;google_vertexai_gemini25pro_mace_mp0_small;xai_grok4_0709_mace_mp0_small
ocd62,010,no_forbid,4,4,-3.38452529907,-2.73585891724,0.648666381836,-3.22235679626,openai_gpt54_mace_mp0_small;anthropic_claude_sonnet46_mace_mp0_small;google_vertexai_gemini25pro_mace_mp0_small;xai_grok4_0709_mace_mp0_small
ocd62,010,no_slip,4,4,-3.38452529907,-2.75984573364,0.62467956543,-3.21862411499,openai_gpt54_mace_mp0_small;anthropic_claude_sonnet46_mace_mp0_small;google_vertexai_gemini25pro_mace_mp0_small;xai_grok4_0709_mace_mp0_small
ocd62,010,no_termination,4,4,-3.38451766968,-3.34559249878,0.0389251708984,-3.36505889893,openai_gpt54_mace_mp0_small;anthropic_claude_sonnet46_mace_mp0_small;google_vertexai_gemini25pro_mace_mp0_small;xai_grok4_0709_mace_mp0_small
ocd62,010,one_shot,4,3,-3.34560012817,-2.73585891724,0.609741210938,-2.93912887573,openai_gpt54_mace_mp0_small;google_vertexai_gemini25pro_mace_mp0_small;xai_grok4_0709_mace_mp0_small
ocd62,011,full,4,4,-4.41858482361,-4.41855239868,3.24249267578e-05,-4.41856145859,openai_gpt54_mace_mp0_small;anthropic_claude_sonnet46_mace_mp0_small;google_vertexai_gemini25pro_mace_mp0_small;xai_grok4_0709_mace_mp0_small
ocd62,011,no_forbid,4,4,-4.41855430603,-4.3671131134,0.051441192627,-4.38364028931,openai_gpt54_mace_mp0_small;anthropic_claude_sonnet46_mace_mp0_small;google_vertexai_gemini25pro_mace_mp0_small;xai_grok4_0709_mace_mp0_small
ocd62,011,no_slip,4,4,-4.41855430603,-4.3671131134,0.051441192627,-4.39284133911,openai_gpt54_mace_mp0_small;anthropic_claude_sonnet46_mace_mp0_small;google_vertexai_gemini25pro_mace_mp0_small;xai_grok4_0709_mace_mp0_small
ocd62,011,no_termination,4,4,-4.41855430603,-4.36714363098,0.0514106750488,-4.39650821686,openai_gpt54_mace_mp0_small;anthropic_claude_sonnet46_mace_mp0_small;google_vertexai_gemini25pro_mace_mp0_small;xai_grok4_0709_mace_mp0_small
ocd62,011,one_shot,4,4,-4.41855430603,-4.3671131134,0.051441192627,-4.39284133911,openai_gpt54_mace_mp0_small;anthropic_claude_sonnet46_mace_mp0_small;google_vertexai_gemini25pro_mace_mp0_small;xai_grok4_0709_mace_mp0_small
ocd62,012,full,4,4,-14.5495405197,-14.5495405197,0,-14.5495405197,openai_gpt54_mace_mp0_small;anthropic_claude_sonnet46_mace_mp0_small;google_vertexai_gemini25pro_mace_mp0_small;xai_grok4_0709_mace_mp0_small
ocd62,012,no_forbid,4,4,-14.5495405197,-13.5644330978,0.985107421875,-14.3032636642,openai_gpt54_mace_mp0_small;anthropic_claude_sonnet46_mace_mp0_small;google_vertexai_gemini25pro_mace_mp0_small;xai_grok4_0709_mace_mp0_small
ocd62,012,no_slip,4,4,-14.5495405197,-14.2560224533,0.293518066406,-14.4027814865,openai_gpt54_mace_mp0_small;anthropic_claude_sonnet46_mace_mp0_small;google_vertexai_gemini25pro_mace_mp0_small;xai_grok4_0709_mace_mp0_small
ocd62,012,no_termination,4,4,-14.5495405197,-14.5495405197,0,-14.5495405197,openai_gpt54_mace_mp0_small;anthropic_claude_sonnet46_mace_mp0_small;google_vertexai_gemini25pro_mace_mp0_small;xai_grok4_0709_mace_mp0_small
ocd62,012,one_shot,4,4,-14.2560224533,-13.2748823166,0.981140136719,-14.0107374191,openai_gpt54_mace_mp0_small;anthropic_claude_sonnet46_mace_mp0_small;google_vertexai_gemini25pro_mace_mp0_small;xai_grok4_0709_mace_mp0_small
ocd62,013,full,4,4,-2.77248191833,-2.74605369568,0.0264282226562,-2.75831413269,openai_gpt54_mace_mp0_small;anthropic_claude_sonnet46_mace_mp0_small;google_vertexai_gemini25pro_mace_mp0_small;xai_grok4_0709_mace_mp0_small
ocd62,013,no_forbid,4,4,-2.74605369568,-2.74605369568,0,-2.74605369568,openai_gpt54_mace_mp0_small;anthropic_claude_sonnet46_mace_mp0_small;google_vertexai_gemini25pro_mace_mp0_small;xai_grok4_0709_mace_mp0_small
ocd62,013,no_slip,4,4,-2.70071983337,-2.69339752197,0.00732231140137,-2.69530439377,openai_gpt54_mace_mp0_small;anthropic_claude_sonnet46_mace_mp0_small;google_vertexai_gemini25pro_mace_mp0_small;xai_grok4_0709_mace_mp0_small
ocd62,013,no_termination,4,4,-2.74605369568,-2.69355010986,0.0525035858154,-2.73292779922,openai_gpt54_mace_mp0_small;anthropic_claude_sonnet46_mace_mp0_small;google_vertexai_gemini25pro_mace_mp0_small;xai_grok4_0709_mace_mp0_small
ocd62,013,one_shot,4,4,-2.3598690033,-2.27304649353,0.0868225097656,-2.31644630432,openai_gpt54_mace_mp0_small;anthropic_claude_sonnet46_mace_mp0_small;google_vertexai_gemini25pro_mace_mp0_small;xai_grok4_0709_mace_mp0_small
ocd62,014,full,4,4,-11.3844566345,-10.1377220154,1.24673461914,-10.761089325,openai_gpt54_mace_mp0_small;anthropic_claude_sonnet46_mace_mp0_small;google_vertexai_gemini25pro_mace_mp0_small;xai_grok4_0709_mace_mp0_small
ocd62,014,no_forbid,4,4,-11.3843955994,-10.1377220154,1.24667358398,-10.5140953064,openai_gpt54_mace_mp0_small;anthropic_claude_sonnet46_mace_mp0_small;google_vertexai_gemini25pro_mace_mp0_small;xai_grok4_0709_mace_mp0_small
ocd62,014,no_slip,4,4,-11.3843955994,-10.1377220154,1.24667358398,-10.7610588074,openai_gpt54_mace_mp0_small;anthropic_claude_sonnet46_mace_mp0_small;google_vertexai_gemini25pro_mace_mp0_small;xai_grok4_0709_mace_mp0_small
ocd62,014,no_termination,4,4,-11.3843955994,-10.1377220154,1.24667358398,-11.0727272034,openai_gpt54_mace_mp0_small;anthropic_claude_sonnet46_mace_mp0_small;google_vertexai_gemini25pro_mace_mp0_small;xai_grok4_0709_mace_mp0_small
ocd62,014,one_shot,4,4,-10.1377220154,-8.81310653687,1.32461547852,-9.47541427612,openai_gpt54_mace_mp0_small;anthropic_claude_sonnet46_mace_mp0_small;google_vertexai_gemini25pro_mace_mp0_small;xai_grok4_0709_mace_mp0_small
ocd62,015,full,4,4,-1.09475708008,-1.09475708008,0,-1.09475708008,openai_gpt54_mace_mp0_small;anthropic_claude_sonnet46_mace_mp0_small;google_vertexai_gemini25pro_mace_mp0_small;xai_grok4_0709_mace_mp0_small
ocd62,015,no_forbid,4,4,-1.09475708008,-1.00552368164,0.0892333984375,-1.07244873047,openai_gpt54_mace_mp0_small;anthropic_claude_sonnet46_mace_mp0_small;google_vertexai_gemini25pro_mace_mp0_small;xai_grok4_0709_mace_mp0_small
ocd62,015,no_slip,4,4,-1.09475708008,-1.09475708008,0,-1.09475708008,openai_gpt54_mace_mp0_small;anthropic_claude_sonnet46_mace_mp0_small;google_vertexai_gemini25pro_mace_mp0_small;xai_grok4_0709_mace_mp0_small
ocd62,015,no_termination,4,4,-1.09475708008,-1.09475708008,0,-1.09475708008,openai_gpt54_mace_mp0_small;anthropic_claude_sonnet46_mace_mp0_small;google_vertexai_gemini25pro_mace_mp0_small;xai_grok4_0709_mace_mp0_small
ocd62,015,one_shot,4,2,-1.09475708008,-1.09475708008,0,-1.09475708008,anthropic_claude_sonnet46_mace_mp0_small;google_vertexai_gemini25pro_mace_mp0_small
ocd62,016,full,4,4,-10.3614730835,-9.23633575439,1.1251373291,-10.0800666809,openai_gpt54_mace_mp0_small;anthropic_claude_sonnet46_mace_mp0_small;google_vertexai_gemini25pro_mace_mp0_small;xai_grok4_0709_mace_mp0_small
ocd62,016,no_forbid,4,4,-10.3631210327,-9.07741546631,1.28570556641,-9.71991729736,openai_gpt54_mace_mp0_small;anthropic_claude_sonnet46_mace_mp0_small;google_vertexai_gemini25pro_mace_mp0_small;xai_grok4_0709_mace_mp0_small
ocd62,016,no_slip,4,4,-10.3631210327,-9.66370391846,0.699417114258,-10.1575469971,openai_gpt54_mace_mp0_small;anthropic_claude_sonnet46_mace_mp0_small;google_vertexai_gemini25pro_mace_mp0_small;xai_grok4_0709_mace_mp0_small
ocd62,016,no_termination,4,4,-10.3614730835,-10.3609848022,0.00048828125,-10.3613510132,openai_gpt54_mace_mp0_small;anthropic_claude_sonnet46_mace_mp0_small;google_vertexai_gemini25pro_mace_mp0_small;xai_grok4_0709_mace_mp0_small
ocd62,016,one_shot,4,4,-9.0778427124,-8.98812103271,0.0897216796875,-9.0552444458,openai_gpt54_mace_mp0_small;anthropic_claude_sonnet46_mace_mp0_small;google_vertexai_gemini25pro_mace_mp0_small;xai_grok4_0709_mace_mp0_small
ocd62,017,full,4,4,-2.7166519165,-2.71646881104,0.00018310546875,-2.71654510498,openai_gpt54_mace_mp0_small;anthropic_claude_sonnet46_mace_mp0_small;google_vertexai_gemini25pro_mace_mp0_small;xai_grok4_0709_mace_mp0_small
ocd62,017,no_forbid,4,4,-2.71752166748,-2.71648406982,0.00103759765625,-2.71674346924,openai_gpt54_mace_mp0_small;anthropic_claude_sonnet46_mace_mp0_small;google_vertexai_gemini25pro_mace_mp0_small;xai_grok4_0709_mace_mp0_small
ocd62,017,no_slip,4,4,-2.71648406982,-2.43795013428,0.278533935547,-2.64685058594,openai_gpt54_mace_mp0_small;anthropic_claude_sonnet46_mace_mp0_small;google_vertexai_gemini25pro_mace_mp0_small;xai_grok4_0709_mace_mp0_small
ocd62,017,no_termination,4,4,-2.71750640869,-2.71648406982,0.00102233886719,-2.71678543091,openai_gpt54_mace_mp0_small;anthropic_claude_sonnet46_mace_mp0_small;google_vertexai_gemini25pro_mace_mp0_small;xai_grok4_0709_mace_mp0_small
ocd62,017,one_shot,4,4,-2.71649932861,-1.21419525146,1.50230407715,-2.34091567993,openai_gpt54_mace_mp0_small;anthropic_claude_sonnet46_mace_mp0_small;google_vertexai_gemini25pro_mace_mp0_small;xai_grok4_0709_mace_mp0_small
ocd62,018,full,4,4,-7.85473251343,-7.57098007202,0.283752441406,-7.74947738647,openai_gpt54_mace_mp0_small;anthropic_claude_sonnet46_mace_mp0_small;google_vertexai_gemini25pro_mace_mp0_small;xai_grok4_0709_mace_mp0_small
ocd62,018,no_forbid,4,4,-7.85470199585,-7.56368637085,0.291015625,-7.64008712769,openai_gpt54_mace_mp0_small;anthropic_claude_sonnet46_mace_mp0_small;google_vertexai_gemini25pro_mace_mp0_small;xai_grok4_0709_mace_mp0_small
ocd62,018,no_slip,4,4,-8.05348968506,-7.72454452515,0.328945159912,-7.87185955048,openai_gpt54_mace_mp0_small;anthropic_claude_sonnet46_mace_mp0_small;google_vertexai_gemini25pro_mace_mp0_small;xai_grok4_0709_mace_mp0_small
ocd62,018,no_termination,4,4,-8.04479598999,-7.72454452515,0.320251464844,-7.83714675903,openai_gpt54_mace_mp0_small;anthropic_claude_sonnet46_mace_mp0_small;google_vertexai_gemini25pro_mace_mp0_small;xai_grok4_0709_mace_mp0_small
ocd62,018,one_shot,4,2,-6.87090682983,-6.87069320679,0.000213623046875,-6.87080001831,google_vertexai_gemini25pro_mace_mp0_small;xai_grok4_0709_mace_mp0_small
ocd62,019,full,4,4,-2.48622894287,-1.85598754883,0.630241394043,-2.20461750031,openai_gpt54_mace_mp0_small;anthropic_claude_sonnet46_mace_mp0_small;google_vertexai_gemini25pro_mace_mp0_small;xai_grok4_0709_mace_mp0_small
ocd62,019,no_forbid,4,4,-2.50051116943,-1.83020019531,0.670310974121,-2.20469379425,openai_gpt54_mace_mp0_small;anthropic_claude_sonnet46_mace_mp0_small;google_vertexai_gemini25pro_mace_mp0_small;xai_grok4_0709_mace_mp0_small
ocd62,019,no_slip,4,4,-2.50048065186,-1.83050537109,0.669975280762,-2.17399501801,openai_gpt54_mace_mp0_small;anthropic_claude_sonnet46_mace_mp0_small;google_vertexai_gemini25pro_mace_mp0_small;xai_grok4_0709_mace_mp0_small
ocd62,019,no_termination,4,4,-2.48635101318,-1.85589599609,0.63045501709,-2.08769035339,openai_gpt54_mace_mp0_small;anthropic_claude_sonnet46_mace_mp0_small;google_vertexai_gemini25pro_mace_mp0_small;xai_grok4_0709_mace_mp0_small
ocd62,019,one_shot,4,4,-1.85589599609,-1.81813240051,0.0377635955811,-1.84027528763,openai_gpt54_mace_mp0_small;anthropic_claude_sonnet46_mace_mp0_small;google_vertexai_gemini25pro_mace_mp0_small;xai_grok4_0709_mace_mp0_small
ocd62,020,full,4,4,-7.7070941925,-7.7070941925,0,-7.7070941925,openai_gpt54_mace_mp0_small;anthropic_claude_sonnet46_mace_mp0_small;google_vertexai_gemini25pro_mace_mp0_small;xai_grok4_0709_mace_mp0_small
ocd62,020,no_forbid,4,4,-7.7070941925,-7.70703315735,6.103515625e-05,-7.70707893372,openai_gpt54_mace_mp0_small;anthropic_claude_sonnet46_mace_mp0_small;google_vertexai_gemini25pro_mace_mp0_small;xai_grok4_0709_mace_mp0_small
ocd62,020,no_slip,4,4,-7.77791023254,-7.7070941925,0.0708160400391,-7.72479820251,openai_gpt54_mace_mp0_small;anthropic_claude_sonnet46_mace_mp0_small;google_vertexai_gemini25pro_mace_mp0_small;xai_grok4_0709_mace_mp0_small
ocd62,020,no_termination,4,4,-7.7070941925,-7.70703315735,6.103515625e-05,-7.70707893372,openai_gpt54_mace_mp0_small;anthropic_claude_sonnet46_mace_mp0_small;google_vertexai_gemini25pro_mace_mp0_small;xai_grok4_0709_mace_mp0_small
ocd62,020,one_shot,4,4,-7.7070941925,-6.15245437622,1.55463981628,-7.31840372086,openai_gpt54_mace_mp0_small;anthropic_claude_sonnet46_mace_mp0_small;google_vertexai_gemini25pro_mace_mp0_small;xai_grok4_0709_mace_mp0_small
ocd62,021,full,4,4,-5.01730728149,-4.70077896118,0.316528320312,-4.92152023315,openai_gpt54_mace_mp0_small;anthropic_claude_sonnet46_mace_mp0_small;google_vertexai_gemini25pro_mace_mp0_small;xai_grok4_0709_mace_mp0_small
ocd62,021,no_forbid,4,4,-4.95068740845,-4.93332290649,0.0173645019531,-4.94297933578,openai_gpt54_mace_mp0_small;anthropic_claude_sonnet46_mace_mp0_small;google_vertexai_gemini25pro_mace_mp0_small;xai_grok4_0709_mace_mp0_small
ocd62,021,no_slip,4,4,-5.01730728149,-4.70077896118,0.316528320312,-4.9005317688,openai_gpt54_mace_mp0_small;anthropic_claude_sonnet46_mace_mp0_small;google_vertexai_gemini25pro_mace_mp0_small;xai_grok4_0709_mace_mp0_small
ocd62,021,no_termination,4,4,-5.01730728149,-4.93825721741,0.0790500640869,-4.98088979721,openai_gpt54_mace_mp0_small;anthropic_claude_sonnet46_mace_mp0_small;google_vertexai_gemini25pro_mace_mp0_small;xai_grok4_0709_mace_mp0_small
ocd62,021,one_shot,4,4,-4.52771377563,-3.99633216858,0.531381607056,-4.12917757034,openai_gpt54_mace_mp0_small;anthropic_claude_sonnet46_mace_mp0_small;google_vertexai_gemini25pro_mace_mp0_small;xai_grok4_0709_mace_mp0_small
ocd62,022,full,4,4,-3.60488319397,-3.6018409729,0.00304222106934,-3.6041226387,openai_gpt54_mace_mp0_small;anthropic_claude_sonnet46_mace_mp0_small;google_vertexai_gemini25pro_mace_mp0_small;xai_grok4_0709_mace_mp0_small
ocd62,022,no_forbid,4,4,-3.6018409729,-3.51044082642,0.0914001464844,-3.55614852905,openai_gpt54_mace_mp0_small;anthropic_claude_sonnet46_mace_mp0_small;google_vertexai_gemini25pro_mace_mp0_small;xai_grok4_0709_mace_mp0_small
ocd62,022,no_slip,4,4,-3.60488319397,-3.51044082642,0.0944423675537,-3.58051204681,openai_gpt54_mace_mp0_small;anthropic_claude_sonnet46_mace_mp0_small;google_vertexai_gemini25pro_mace_mp0_small;xai_grok4_0709_mace_mp0_small
ocd62,022,no_termination,4,4,-3.60889053345,-3.6018409729,0.00704956054688,-3.6043639183,openai_gpt54_mace_mp0_small;anthropic_claude_sonnet46_mace_mp0_small;google_vertexai_gemini25pro_mace_mp0_small;xai_grok4_0709_mace_mp0_small
ocd62,022,one_shot,4,4,-3.44149208069,-3.36703872681,0.0744533538818,-3.42286348343,openai_gpt54_mace_mp0_small;anthropic_claude_sonnet46_mace_mp0_small;google_vertexai_gemini25pro_mace_mp0_small;xai_grok4_0709_mace_mp0_small
ocd62,023,full,4,4,-3.60746765137,-3.43935012817,0.168117523193,-3.48141002655,openai_gpt54_mace_mp0_small;anthropic_claude_sonnet46_mace_mp0_small;google_vertexai_gemini25pro_mace_mp0_small;xai_grok4_0709_mace_mp0_small
ocd62,023,no_forbid,4,4,-3.60745239258,-3.43935012817,0.168102264404,-3.5233707428,openai_gpt54_mace_mp0_small;anthropic_claude_sonnet46_mace_mp0_small;google_vertexai_gemini25pro_mace_mp0_small;xai_grok4_0709_mace_mp0_small
ocd62,023,no_slip,4,4,-3.60751342773,-3.43935012817,0.168163299561,-3.52346229553,openai_gpt54_mace_mp0_small;anthropic_claude_sonnet46_mace_mp0_small;google_vertexai_gemini25pro_mace_mp0_small;xai_grok4_0709_mace_mp0_small
ocd62,023,no_termination,4,4,-3.60751342773,-3.43935012817,0.168163299561,-3.52343177795,openai_gpt54_mace_mp0_small;anthropic_claude_sonnet46_mace_mp0_small;google_vertexai_gemini25pro_mace_mp0_small;xai_grok4_0709_mace_mp0_small
ocd62,023,one_shot,4,4,-3.41627502441,-3.41627502441,0,-3.41627502441,openai_gpt54_mace_mp0_small;anthropic_claude_sonnet46_mace_mp0_small;google_vertexai_gemini25pro_mace_mp0_small;xai_grok4_0709_mace_mp0_small
ocd62,024,full,4,4,-5.22292709351,-5.20788764954,0.0150394439697,-5.21914720535,openai_gpt54_mace_mp0_small;anthropic_claude_sonnet46_mace_mp0_small;google_vertexai_gemini25pro_mace_mp0_small;xai_grok4_0709_mace_mp0_small
ocd62,024,no_forbid,4,4,-5.22287940979,-5.20788764954,0.0149917602539,-5.2153801918,openai_gpt54_mace_mp0_small;anthropic_claude_sonnet46_mace_mp0_small;google_vertexai_gemini25pro_mace_mp0_small;xai_grok4_0709_mace_mp0_small
ocd62,024,no_slip,4,4,-5.22289466858,-5.20788764954,0.015007019043,-5.21539163589,openai_gpt54_mace_mp0_small;anthropic_claude_sonnet46_mace_mp0_small;google_vertexai_gemini25pro_mace_mp0_small;xai_grok4_0709_mace_mp0_small
ocd62,024,no_termination,4,4,-5.22290992737,-5.22284889221,6.103515625e-05,-5.22287940979,openai_gpt54_mace_mp0_small;anthropic_claude_sonnet46_mace_mp0_small;google_vertexai_gemini25pro_mace_mp0_small;xai_grok4_0709_mace_mp0_small
