dataset,case_id,backend_key,backend,llm_model,force_field,calculator_backend,force_field_model,force_field_size,variant,full_energy_eV,variant_energy_eV,delta_variant_minus_full_eV,within_0.01eV_of_full
cmu20,20,grok,grok4_mace_mp0_small,grok-4,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-11.6526451111,-10.6025009155,1.05014419556,FALSE
ocd62,001,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-4.28463745117,-4.28469848633,-6.103515625e-05,TRUE
ocd62,001,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-4.28463745117,-4.28457641602,6.103515625e-05,TRUE
ocd62,001,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-4.28463745117,-4.28457641602,6.103515625e-05,TRUE
ocd62,002,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-4.3469619751,-4.3469619751,0,TRUE
ocd62,002,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-4.3469619751,-4.3469619751,0,TRUE
ocd62,002,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-4.3469619751,-4.3469619751,0,TRUE
ocd62,002,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-4.3469619751,-4.3469619751,0,TRUE
ocd62,003,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-3.28879356384,-3.28880882263,-1.52587890625e-05,TRUE
ocd62,003,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-3.28879356384,-3.27776145935,0.0110321044922,FALSE
ocd62,003,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-3.28879356384,-3.28880882263,-1.52587890625e-05,TRUE
ocd62,003,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-3.28879356384,-3.11490440369,0.173889160156,FALSE
ocd62,004,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-7.176612854,-7.176612854,0,TRUE
ocd62,004,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-7.176612854,-7.176612854,0,TRUE
ocd62,004,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-7.176612854,-7.15995025635,0.0166625976562,FALSE
ocd62,004,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-7.176612854,-6.12345123291,1.05316162109,FALSE
ocd62,005,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-10.075138092,-10.075138092,0,TRUE
ocd62,005,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-10.075138092,-10.075138092,0,TRUE
ocd62,005,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-10.075138092,-10.0752601624,-0.0001220703125,TRUE
ocd62,005,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-10.075138092,-9.26238441467,0.812753677368,FALSE
ocd62,006,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-3.71587181091,-3.71587181091,0,TRUE
ocd62,006,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-3.71587181091,-3.71587181091,0,TRUE
ocd62,006,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-3.71587181091,-3.71587181091,0,TRUE
ocd62,006,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-3.71587181091,-3.37650680542,0.339365005493,FALSE
ocd62,007,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-19.7169036865,-19.9250717163,-0.208168029785,FALSE
ocd62,007,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-19.7169036865,-19.7891998291,-0.0722961425781,FALSE
ocd62,007,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-19.7169036865,-19.7173919678,-0.00048828125,TRUE
ocd62,007,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-19.7169036865,-19.7175140381,-0.000610351562496,TRUE
ocd62,008,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-7.48044872284,-8.46669769287,-0.986248970032,FALSE
ocd62,008,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-7.48044872284,-7.47774791718,0.00270080566406,TRUE
ocd62,008,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-7.48044872284,-8.46648406982,-0.986035346985,FALSE
ocd62,008,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-7.48044872284,-8.46666717529,-0.986218452454,FALSE
ocd62,009,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-4.29202461243,-4.29202461243,0,TRUE
ocd62,009,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-4.29202461243,-4.29196357727,6.103515625e-05,TRUE
ocd62,009,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-4.29202461243,-4.27635574341,0.0156688690186,FALSE
ocd62,009,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-4.29202461243,-4.29202461243,0,TRUE
ocd62,010,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-3.38452529907,-3.34560775757,0.0389175415039,FALSE
ocd62,010,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-3.38452529907,-3.38451766968,7.62939453125e-06,TRUE
ocd62,010,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-3.38452529907,-3.34559249878,0.038932800293,FALSE
ocd62,010,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-3.38452529907,-3.34560012817,0.0389251708984,FALSE
ocd62,011,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-4.41855430603,-4.3671131134,0.051441192627,FALSE
ocd62,011,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-4.41855430603,-4.3671131134,0.051441192627,FALSE
ocd62,011,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-4.41855430603,-4.41855430603,0,TRUE
ocd62,011,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-4.41855430603,-4.41855430603,0,TRUE
ocd62,012,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-14.5495405197,-14.5495405197,0,TRUE
ocd62,012,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-14.5495405197,-14.5495405197,0,TRUE
ocd62,012,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-14.5495405197,-14.5495405197,0,TRUE
ocd62,012,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-14.5495405197,-14.2560224533,0.293518066406,FALSE
ocd62,013,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-2.76866722107,-2.69339752197,0.0752696990967,FALSE
ocd62,013,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-2.76866722107,-2.74605369568,0.0226135253906,FALSE
ocd62,013,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-2.76866722107,-2.69355010986,0.0751171112061,FALSE
ocd62,013,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-2.76866722107,-2.27304649353,0.495620727539,FALSE
ocd62,014,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-11.3844566345,-11.3843955994,6.103515625e-05,TRUE
ocd62,014,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-11.3844566345,-10.3965415955,0.987915039062,FALSE
ocd62,014,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-11.3844566345,-11.3843955994,6.103515625e-05,TRUE
ocd62,014,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-11.3844566345,-8.81310653687,2.57135009766,FALSE
ocd62,015,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-1.09475708008,-1.09475708008,0,TRUE
ocd62,015,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-1.09475708008,-1.00552368164,0.0892333984375,FALSE
ocd62,015,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-1.09475708008,-1.09475708008,0,TRUE
ocd62,016,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-10.3614730835,-10.2418899536,0.119583129883,FALSE
ocd62,016,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-10.3614730835,-10.3631210327,-0.00164794921875,TRUE
ocd62,016,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-10.3614730835,-10.3614730835,0,TRUE
ocd62,016,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-10.3614730835,-8.98812103271,1.37335205078,FALSE
ocd62,017,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-2.71648406982,-2.71648406982,0,TRUE
ocd62,017,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-2.71648406982,-2.71648406982,0,TRUE
ocd62,017,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-2.71648406982,-2.71750640869,-0.00102233886719,TRUE
ocd62,017,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-2.71648406982,-1.21419525146,1.50228881836,FALSE
ocd62,018,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-7.85470199585,-7.85470199585,0,TRUE
ocd62,018,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-7.85470199585,-7.56368637085,0.291015625,FALSE
ocd62,018,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-7.85470199585,-7.72454452515,0.130157470703,FALSE
ocd62,019,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-2.48622894287,-2.50048065186,-0.0142517089844,FALSE
ocd62,019,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-2.48622894287,-2.50051116943,-0.0142822265625,FALSE
ocd62,019,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-2.48622894287,-2.48635101318,-0.0001220703125,TRUE
ocd62,019,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-2.48622894287,-1.81813240051,0.668096542358,FALSE
ocd62,020,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-7.7070941925,-7.7070941925,0,TRUE
ocd62,020,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-7.7070941925,-7.7070941925,0,TRUE
ocd62,020,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-7.7070941925,-7.7070941925,0,TRUE
ocd62,020,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-7.7070941925,-7.70703315735,6.103515625e-05,TRUE
ocd62,021,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-4.70077896118,-5.01730728149,-0.316528320312,FALSE
ocd62,021,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-4.70077896118,-4.93721961975,-0.236440658569,FALSE
ocd62,021,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-4.70077896118,-4.93825721741,-0.237478256226,FALSE
ocd62,021,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-4.70077896118,-3.99633216858,0.704446792603,FALSE
ocd62,022,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-3.60488319397,-3.51044082642,0.0944423675537,FALSE
ocd62,022,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-3.60488319397,-3.51044082642,0.0944423675537,FALSE
ocd62,022,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-3.60488319397,-3.60488319397,0,TRUE
ocd62,022,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-3.60488319397,-3.44146156311,0.163421630859,FALSE
ocd62,023,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-3.60746765137,-3.60751342773,-4.57763671879e-05,TRUE
ocd62,023,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-3.60746765137,-3.6072845459,0.00018310546875,TRUE
ocd62,023,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-3.60746765137,-3.60751342773,-4.57763671879e-05,TRUE
ocd62,023,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-3.60746765137,-3.41627502441,0.191192626953,FALSE
ocd62,024,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-5.22287940979,-5.20788764954,0.0149917602539,FALSE
ocd62,024,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-5.22287940979,-5.222864151,1.52587890625e-05,TRUE
ocd62,024,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-5.22287940979,-5.22284889221,3.0517578125e-05,TRUE
ocd62,024,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-5.22287940979,-5.20788764954,0.0149917602539,FALSE
ocd62,025,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-3.49314498901,-3.49320602417,-6.103515625e-05,TRUE
ocd62,025,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-3.49314498901,-3.54936790466,-0.0562229156494,FALSE
ocd62,025,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-3.49314498901,-3.47945213318,0.013692855835,FALSE
ocd62,025,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-3.49314498901,-3.54936790466,-0.0562229156494,FALSE
ocd62,026,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-7.43454933167,-7.43454933167,0,TRUE
ocd62,026,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-7.43454933167,-7.43454933167,0,TRUE
ocd62,026,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-7.43454933167,-7.45005226135,-0.0155029296875,FALSE
ocd62,026,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-7.43454933167,-7.24180793762,0.192741394043,FALSE
ocd62,027,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-7.403881073,-7.403881073,0,TRUE
ocd62,027,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-7.403881073,-7.403881073,0,TRUE
ocd62,027,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-7.403881073,-7.403881073,0,TRUE
ocd62,027,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-7.403881073,-7.403881073,0,TRUE
ocd62,028,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-4.01964569092,-4.01964569092,0,TRUE
ocd62,028,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-4.01964569092,-4.02053070068,-0.000885009765625,TRUE
ocd62,028,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-4.01964569092,-4.02959442139,-0.00994873046875,TRUE
ocd62,028,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-4.01964569092,-2.72787475586,1.29177093506,FALSE
ocd62,029,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-7.96742248535,-7.96742248535,0,TRUE
ocd62,029,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-7.96742248535,-7.96742248535,0,TRUE
ocd62,029,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-7.96742248535,-8.87007904053,-0.902656555176,FALSE
ocd62,030,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-5.06836700439,-5.08783721924,-0.0194702148438,FALSE
ocd62,030,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-5.06836700439,-5.08777618408,-0.0194091796875,FALSE
ocd62,030,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-5.06836700439,-5.08789825439,-0.01953125,FALSE
ocd62,030,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-5.06836700439,-4.68891143799,0.379455566406,FALSE
ocd62,031,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-5.47486877441,-5.47706604004,-0.002197265625,TRUE
ocd62,031,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-5.47486877441,-4.57125854492,0.903610229492,FALSE
ocd62,031,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-5.47486877441,-5.47230529785,0.0025634765625,TRUE
ocd62,031,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-5.47486877441,-3.94049072266,1.53437805176,FALSE
ocd62,032,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-7.22801208496,-7.22801208496,0,TRUE
ocd62,032,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-7.22801208496,-7.22801208496,0,TRUE
ocd62,032,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-7.22801208496,-7.22801208496,0,TRUE
ocd62,033,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-4.54613113403,-4.54613113403,0,TRUE
ocd62,033,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-4.54613113403,-4.54613113403,0,TRUE
ocd62,033,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-4.54613113403,-4.54613113403,0,TRUE
ocd62,033,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-4.54613113403,-4.44472694397,0.101404190063,FALSE
ocd62,034,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-6.99172210693,-6.99172210693,0,TRUE
ocd62,034,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-6.99172210693,-6.99172210693,0,TRUE
ocd62,034,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-6.99172210693,-6.99172210693,0,TRUE
ocd62,034,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-6.99172210693,-6.99172210693,0,TRUE
ocd62,035,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-6.17626190186,-6.23106384277,-0.054801940918,FALSE
ocd62,035,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-6.17626190186,-6.23115539551,-0.0548934936523,FALSE
ocd62,035,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-6.17626190186,-6.23100280762,-0.0547409057617,FALSE
ocd62,035,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-6.17626190186,-6.17626190186,0,TRUE
ocd62,036,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-10.6433515549,-10.2085371017,0.434814453125,FALSE
ocd62,036,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-10.6433515549,-10.6069135666,0.0364379882812,FALSE
ocd62,036,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-10.6433515549,-10.6433515549,0,TRUE
ocd62,036,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-10.6433515549,-9.68157196045,0.961779594421,FALSE
ocd62,037,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-5.45530128479,-5.7479724884,-0.292671203613,FALSE
ocd62,037,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-5.45530128479,-5.7479724884,-0.292671203613,FALSE
ocd62,037,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-5.45530128479,-5.7479724884,-0.292671203613,FALSE
ocd62,037,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-5.45530128479,-5.7479724884,-0.292671203613,FALSE
ocd62,038,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-3.31925201416,-3.38523101807,-0.0659790039063,FALSE
ocd62,038,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-3.31925201416,-3.319190979,6.10351562496e-05,TRUE
